snapshot_id,snapshot_date,product_id,store_id,stock_on_hand,stock_reserved,stock_available,reorder_point,days_of_cover,stock_status,scenario_phase
2055,2025-11-06,77,6,168,10,158,83,19,Healthy,Current
2056,2025-07-20,34,4,53,26,27,85,28,Low Stock,Current
2057,2024-07-03,112,6,353,25,328,89,25,Healthy,Future
2058,2025-05-05,19,2,107,26,81,76,7,Healthy,Current
2059,2024-04-05,102,2,213,3,210,104,41,Healthy,Current
2060,2024-01-15,23,6,226,61,165,118,11,Healthy,Future
2061,2024-07-10,24,5,240,1,239,113,13,Healthy,Future
2062,2024-07-17,24,6,47,88,0,89,24,Stockout,Future
2063,2024-05-07,67,5,209,16,193,47,14,Healthy,Current
2064,2025-06-11,42,3,148,67,81,74,4,Healthy,Current
2065,2025-09-28,111,6,121,1,120,92,0,Healthy,Future
2066,2025-06-18,18,5,200,51,149,44,36,Healthy,Future
2067,2025-09-14,102,1,8,70,0,55,7,Stockout,Current
2068,2025-05-27,15,3,116,42,74,113,32,Low Stock,Current
2069,2025-02-01,85,6,194,29,165,58,29,Healthy,Future
2070,2024-11-14,24,6,119,19,100,95,45,Healthy,Current
2071,2024-11-29,92,5,18,12,6,127,33,Low Stock,Current
2072,2025-01-27,113,6,150,60,90,78,39,Healthy,Current
2073,2024-10-21,26,5,119,75,44,120,43,Low Stock,Current
2074,2024-08-09,58,3,74,86,0,95,14,Stockout,Future
2075,2024-10-10,66,6,132,60,72,118,44,Low Stock,Current
2076,2024-05-10,113,6,170,17,153,47,32,Healthy,Future
2077,2024-09-26,50,6,88,18,70,105,3,Low Stock,Future
2078,2024-08-06,104,1,315,78,237,66,46,Healthy,Future
2079,2025-10-22,87,3,113,81,32,92,18,Low Stock,Current
2080,2025-10-20,30,2,109,82,27,124,41,Low Stock,Current
2081,2025-02-13,61,2,124,51,73,138,16,Low Stock,Future
2082,2024-08-10,117,1,70,47,23,70,44,Low Stock,Future
2083,2024-07-14,64,3,92,61,31,59,42,Low Stock,Current
2084,2025-03-06,114,3,156,25,131,106,40,Healthy,Future
2085,2025-08-14,21,1,161,84,77,139,5,Low Stock,Current
2086,2025-11-18,102,3,254,33,221,45,46,Healthy,Current
2087,2024-07-27,36,1,207,73,134,72,7,Healthy,Current
2088,2025-02-12,34,6,138,50,88,50,49,Healthy,Current
2089,2025-09-28,52,1,99,31,68,112,35,Low Stock,Current
2090,2024-03-10,11,6,3,33,0,82,1,Stockout,Current
2091,2024-07-02,62,6,184,74,110,104,25,Healthy,Current
2092,2024-01-26,104,1,4,41,0,89,15,Stockout,Current
2093,2024-01-27,110,2,70,3,67,99,39,Low Stock,Current
2094,2024-09-26,57,2,113,67,46,101,28,Low Stock,Future
2095,2025-10-04,60,4,26,74,0,54,18,Stockout,Current
2096,2024-03-27,105,6,319,4,315,67,31,Healthy,Future
2097,2025-05-16,88,1,26,54,0,57,29,Stockout,Current
2098,2025-11-18,42,1,61,81,0,101,44,Stockout,Current
2099,2025-10-21,32,3,59,79,0,112,40,Stockout,Current
2100,2024-04-04,11,2,199,5,194,42,38,Healthy,Current
2101,2024-04-21,71,5,158,90,68,87,0,Low Stock,Current
2102,2025-01-13,96,6,287,36,251,124,27,Healthy,Future
2103,2025-08-06,69,1,97,55,42,112,34,Low Stock,Current
2104,2024-06-06,117,1,117,47,70,117,21,Low Stock,Current
2105,2025-08-21,41,4,59,29,30,108,35,Low Stock,Current
2106,2025-08-07,77,6,63,34,29,96,4,Low Stock,Current
2107,2025-07-28,77,6,298,71,227,86,16,Healthy,Future
2108,2025-07-27,64,3,0,89,0,46,13,Stockout,Current
2109,2025-01-21,25,6,271,21,250,50,24,Healthy,Future
2110,2025-08-19,63,6,182,51,131,117,4,Healthy,Future
2111,2024-01-10,53,1,160,20,140,134,25,Healthy,Current
2112,2025-01-22,106,3,62,9,53,45,29,Healthy,Future
2113,2025-05-08,110,2,167,70,97,113,6,Low Stock,Future
2114,2025-03-05,4,6,64,76,0,98,20,Stockout,Current
2115,2024-12-25,72,2,59,77,0,112,35,Stockout,Current
2116,2025-11-29,76,5,179,16,163,49,42,Healthy,Current
2117,2025-01-10,93,6,102,26,76,82,44,Low Stock,Future
2118,2024-03-15,72,1,301,48,253,95,45,Healthy,Future
2119,2025-01-19,92,1,285,85,200,44,48,Healthy,Future
2120,2024-03-19,35,2,159,56,103,62,22,Healthy,Current
2121,2025-10-01,1,6,293,30,263,116,28,Healthy,Future
2122,2024-01-05,85,1,131,42,89,46,44,Healthy,Current
2123,2024-06-25,99,6,134,0,134,87,38,Healthy,Future
2124,2025-06-09,69,4,86,65,21,133,10,Low Stock,Future
2125,2025-09-05,86,2,142,5,137,97,31,Healthy,Future
2126,2025-08-14,37,1,174,28,146,79,26,Healthy,Future
2127,2025-11-26,107,2,147,43,104,65,45,Healthy,Current
2128,2024-05-10,45,1,133,57,76,69,31,Healthy,Current
2129,2025-07-08,99,4,49,77,0,76,6,Stockout,Current
2130,2025-10-19,36,6,241,69,172,88,19,Healthy,Current
2131,2025-01-25,38,6,168,79,89,104,43,Low Stock,Current
2132,2025-02-10,100,6,137,28,109,63,33,Healthy,Future
2133,2024-11-03,98,1,233,34,199,105,30,Healthy,Current
2134,2024-03-03,38,3,15,39,0,91,36,Stockout,Current
2135,2025-11-11,56,6,199,60,139,65,27,Healthy,Current
2136,2024-10-05,98,5,134,10,124,131,36,Low Stock,Current
2137,2025-06-02,36,6,31,34,0,66,48,Stockout,Current
2138,2024-07-17,10,2,70,13,57,57,20,Healthy,Current
2139,2025-02-09,17,1,50,12,38,97,6,Low Stock,Current
2140,2024-02-20,76,5,297,1,296,56,28,Healthy,Future
2141,2024-04-04,11,6,159,46,113,94,34,Healthy,Current
2142,2024-02-26,113,6,50,29,21,47,10,Low Stock,Future
2143,2025-05-28,38,1,76,17,59,91,4,Low Stock,Current
2144,2025-11-26,49,6,54,47,7,78,29,Low Stock,Current
2145,2025-06-02,84,3,341,88,253,136,45,Healthy,Future
2146,2024-12-06,34,3,12,15,0,90,10,Stockout,Current
2147,2024-10-03,119,6,159,59,100,59,28,Healthy,Current
2148,2025-01-22,118,5,155,22,133,83,26,Healthy,Current
2149,2024-03-19,29,2,282,86,196,139,19,Healthy,Future
2150,2025-11-28,24,6,51,32,19,42,1,Low Stock,Future
2151,2025-07-31,3,6,174,56,118,96,20,Healthy,Current
2152,2024-10-05,48,1,350,38,312,79,1,Healthy,Future
2153,2025-06-15,36,5,99,22,77,115,5,Low Stock,Current
2154,2024-08-03,60,2,151,69,82,107,39,Low Stock,Current
2155,2024-12-27,85,6,277,40,237,109,37,Healthy,Future
2156,2024-05-10,88,5,104,28,76,117,8,Low Stock,Future
2157,2024-06-30,107,5,165,75,90,45,20,Healthy,Current
2158,2024-05-25,6,3,147,28,119,126,27,Low Stock,Future
2159,2024-03-24,45,5,24,4,20,79,50,Low Stock,Current
2160,2025-11-26,3,1,163,18,145,41,28,Healthy,Current
2161,2025-10-09,71,2,194,22,172,108,23,Healthy,Future
2162,2024-02-24,4,2,74,11,63,127,42,Low Stock,Current
2163,2025-11-15,2,2,208,44,164,78,50,Healthy,Future
2164,2024-05-07,23,1,0,2,0,89,18,Stockout,Current
2165,2024-12-06,68,6,223,57,166,53,0,Healthy,Future
2166,2024-12-29,66,1,254,71,183,97,50,Healthy,Future
2167,2025-09-27,80,6,96,4,92,67,38,Healthy,Current
2168,2025-08-25,100,6,146,28,118,97,30,Healthy,Future
2169,2025-06-20,65,6,2,47,0,104,23,Stockout,Current
2170,2025-01-11,60,1,72,29,43,47,25,Low Stock,Current
2171,2025-01-12,64,6,67,31,36,50,4,Low Stock,Current
2172,2025-12-15,77,6,273,27,246,133,12,Healthy,Future
2173,2024-01-25,83,4,153,18,135,113,20,Healthy,Current
2174,2025-02-13,63,6,165,40,125,124,18,Healthy,Future
2175,2024-03-12,35,4,98,85,13,73,37,Low Stock,Current
2176,2025-12-02,110,3,321,30,291,108,40,Healthy,Future
2177,2024-12-20,38,6,93,72,21,139,24,Low Stock,Current
2178,2025-06-06,47,6,237,82,155,93,43,Healthy,Current
2179,2025-12-09,92,4,351,16,335,67,28,Healthy,Future
2180,2025-08-24,93,3,130,79,51,128,16,Low Stock,Current
2181,2025-06-23,37,4,342,59,283,128,10,Healthy,Future
2182,2025-07-24,110,3,199,28,171,121,27,Healthy,Current
2183,2024-09-23,5,2,191,20,171,78,49,Healthy,Current
2184,2024-07-26,3,6,22,35,0,109,46,Stockout,Current
2185,2024-10-02,111,1,134,45,89,98,27,Low Stock,Current
2186,2024-06-24,108,6,37,81,0,71,18,Stockout,Current
2187,2024-03-18,102,5,105,41,64,116,15,Low Stock,Future
2188,2024-01-26,107,1,259,64,195,89,14,Healthy,Future
2189,2024-10-29,82,2,46,17,29,92,0,Low Stock,Current
2190,2024-08-11,109,2,158,58,100,100,47,Healthy,Current
2191,2024-09-04,13,4,204,38,166,108,32,Healthy,Current
2192,2024-04-04,105,5,85,35,50,62,21,Low Stock,Current
2193,2025-10-27,29,6,66,67,0,67,39,Stockout,Future
2194,2025-12-04,87,6,70,68,2,53,18,Low Stock,Future
2195,2025-03-04,30,1,24,87,0,49,19,Stockout,Current
2196,2025-02-08,25,6,247,36,211,84,38,Healthy,Current
2197,2024-03-22,24,6,42,14,28,111,26,Low Stock,Current
2198,2025-04-06,5,6,49,73,0,89,30,Stockout,Future
2199,2025-11-20,74,1,139,22,117,71,27,Healthy,Current
2200,2025-09-30,5,6,32,58,0,55,38,Stockout,Current
2201,2024-07-01,27,1,246,54,192,93,25,Healthy,Future
2202,2025-03-28,103,4,50,15,35,65,30,Low Stock,Current
2203,2025-03-15,87,3,118,64,54,60,17,Low Stock,Future
2204,2025-09-13,99,6,104,24,80,133,12,Low Stock,Future
2205,2024-02-15,82,6,274,19,255,133,4,Healthy,Future
2206,2024-02-07,70,1,133,90,43,68,40,Low Stock,Current
2207,2024-03-18,103,6,226,90,136,60,20,Healthy,Current
2208,2024-08-24,37,3,46,13,33,103,49,Low Stock,Current
2209,2024-12-12,98,3,99,29,70,137,35,Low Stock,Current
2210,2025-05-27,105,1,40,14,26,40,0,Low Stock,Current
2211,2025-01-20,6,1,206,65,141,125,7,Healthy,Future
2212,2024-02-03,79,5,129,16,113,119,4,Low Stock,Current
2213,2025-05-11,90,5,348,77,271,90,41,Healthy,Future
2214,2024-01-05,64,6,57,25,32,74,1,Low Stock,Current
2215,2025-08-25,44,1,192,20,172,110,41,Healthy,Future
2216,2024-09-11,58,6,223,23,200,91,9,Healthy,Current
2217,2024-01-01,34,5,276,38,238,118,20,Healthy,Future
2218,2025-12-13,89,6,33,58,0,119,46,Stockout,Current
2219,2024-11-08,45,5,82,14,68,115,3,Low Stock,Current
2220,2024-11-09,90,2,61,84,0,47,6,Stockout,Current
2221,2025-07-03,71,1,138,81,57,110,4,Low Stock,Current
2222,2025-01-15,40,1,173,1,172,101,5,Healthy,Future
2223,2024-12-10,102,2,125,67,58,106,14,Low Stock,Current
2224,2025-11-17,76,6,164,23,141,122,1,Healthy,Current
2225,2024-03-06,97,4,338,58,280,76,21,Healthy,Future
2226,2025-11-04,18,1,104,54,50,91,15,Low Stock,Current
2227,2025-11-22,56,3,219,36,183,125,6,Healthy,Current
2228,2024-03-27,44,1,6,23,0,51,1,Stockout,Current
2229,2025-03-25,82,6,59,19,40,51,5,Low Stock,Future
2230,2024-07-26,24,3,216,62,154,68,9,Healthy,Future
2231,2024-02-09,105,3,131,12,119,67,47,Healthy,Future
2232,2025-09-21,16,1,225,41,184,52,49,Healthy,Future
2233,2024-04-27,93,1,185,53,132,89,38,Healthy,Future
2234,2025-04-08,113,6,304,41,263,94,49,Healthy,Future
2235,2025-02-17,84,6,151,75,76,41,14,Healthy,Future
2236,2024-03-05,61,2,343,20,323,116,50,Healthy,Future
2237,2025-09-30,72,1,124,88,36,69,30,Low Stock,Current
2238,2024-06-17,87,1,198,2,196,84,48,Healthy,Future
2239,2024-05-25,27,6,172,83,89,89,13,Healthy,Future
2240,2025-03-02,19,5,144,32,112,99,45,Healthy,Current
2241,2025-02-09,48,6,277,2,275,105,11,Healthy,Future
2242,2024-09-24,118,6,164,77,87,106,4,Low Stock,Future
2243,2025-05-01,58,4,163,77,86,83,47,Healthy,Future
2244,2025-02-28,74,6,146,6,140,108,33,Healthy,Future
2245,2025-04-16,94,2,349,16,333,88,26,Healthy,Future
2246,2024-01-18,45,1,326,43,283,139,47,Healthy,Future
2247,2025-02-10,83,6,243,65,178,121,1,Healthy,Current
2248,2025-06-26,10,3,109,23,86,121,50,Low Stock,Current
2249,2025-07-10,31,4,120,60,60,132,19,Low Stock,Future
2250,2025-09-27,115,1,51,13,38,44,30,Low Stock,Future
2251,2024-01-30,81,6,108,21,87,106,30,Low Stock,Current
2252,2024-06-07,33,1,88,51,37,100,49,Low Stock,Future
2253,2025-11-14,93,1,175,1,174,116,45,Healthy,Current
2254,2025-10-16,9,6,18,35,0,77,7,Stockout,Current
2255,2024-10-21,36,2,61,51,10,121,16,Low Stock,Current
2256,2025-05-29,72,4,327,49,278,98,25,Healthy,Future
2257,2024-07-17,63,4,206,58,148,83,2,Healthy,Future
2258,2024-08-20,61,2,154,7,147,103,39,Healthy,Current
2259,2024-08-06,63,3,282,86,196,91,36,Healthy,Future
2260,2025-11-03,68,2,213,80,133,100,22,Healthy,Current
2261,2024-02-03,69,2,136,13,123,135,41,Low Stock,Current
2262,2024-10-02,61,2,81,36,45,126,26,Low Stock,Future
2263,2025-07-10,4,2,87,50,37,91,27,Low Stock,Current
2264,2025-10-11,52,2,83,25,58,60,21,Low Stock,Future
2265,2024-07-16,72,2,55,57,0,90,2,Stockout,Current
2266,2024-06-03,49,6,60,83,0,42,48,Stockout,Current
2267,2025-10-26,38,4,82,54,28,68,11,Low Stock,Current
2268,2025-11-27,112,3,86,76,10,104,18,Low Stock,Current
2269,2025-11-30,90,1,67,28,39,137,15,Low Stock,Current
2270,2024-07-04,16,6,198,84,114,108,29,Healthy,Future
2271,2024-11-07,100,1,336,4,332,131,14,Healthy,Future
2272,2024-10-07,81,5,118,30,88,79,13,Healthy,Current
2273,2025-05-08,74,2,176,47,129,60,44,Healthy,Current
2274,2025-03-21,15,5,217,56,161,108,0,Healthy,Current
2275,2025-01-05,34,5,125,78,47,116,41,Low Stock,Current
2276,2025-05-05,44,6,53,28,25,70,9,Low Stock,Current
2277,2024-09-30,1,6,194,44,150,69,7,Healthy,Current
2278,2025-02-02,3,2,96,3,93,133,14,Low Stock,Current
2279,2024-03-24,106,6,66,76,0,80,39,Stockout,Future
2280,2024-07-26,58,1,179,68,111,108,49,Healthy,Future
2281,2024-03-18,10,3,120,63,57,110,1,Low Stock,Current
2282,2024-12-06,79,2,30,42,0,104,17,Stockout,Current
2283,2025-08-16,65,4,334,40,294,134,49,Healthy,Future
2284,2025-03-26,98,4,41,34,7,98,7,Low Stock,Current
2285,2024-07-02,35,6,68,82,0,132,40,Stockout,Future
2286,2024-08-23,107,6,59,3,56,111,13,Low Stock,Current
2287,2025-09-18,39,6,155,63,92,116,23,Low Stock,Current
2288,2025-05-06,60,1,53,87,0,97,4,Stockout,Current
2289,2024-09-27,63,6,117,0,117,59,27,Healthy,Future
2290,2024-06-30,90,2,105,17,88,99,7,Low Stock,Current
2291,2025-06-28,60,4,85,49,36,123,36,Low Stock,Current
2292,2025-06-04,30,3,114,46,68,81,26,Low Stock,Current
2293,2025-03-29,87,6,20,72,0,64,24,Stockout,Current
2294,2025-02-03,83,6,195,50,145,56,14,Healthy,Current
2295,2024-11-16,69,6,183,7,176,103,7,Healthy,Future
2296,2025-05-13,88,3,152,81,71,134,47,Low Stock,Current
2297,2025-02-13,98,1,253,66,187,124,19,Healthy,Current
2298,2024-08-27,48,5,79,16,63,58,17,Healthy,Current
2299,2024-10-22,90,3,115,27,88,46,38,Healthy,Future
2300,2024-06-05,43,3,108,54,54,107,20,Low Stock,Current
2301,2025-07-18,86,6,254,30,224,83,13,Healthy,Future
2302,2025-04-22,49,6,99,59,40,127,25,Low Stock,Current
2303,2024-01-15,91,6,155,30,125,114,12,Healthy,Current
2304,2025-01-28,9,3,354,3,351,52,43,Healthy,Future
2305,2025-02-19,53,6,130,71,59,119,8,Low Stock,Current
2306,2025-07-12,27,6,358,90,268,98,37,Healthy,Future
2307,2024-09-12,70,6,198,51,147,49,15,Healthy,Current
2308,2024-06-22,98,1,244,56,188,65,9,Healthy,Current
2309,2025-09-09,29,5,77,7,70,113,18,Low Stock,Future
2310,2025-05-07,36,6,176,59,117,57,43,Healthy,Current
2311,2024-03-20,45,6,87,61,26,132,4,Low Stock,Current
2312,2024-09-08,114,1,126,0,126,71,27,Healthy,Current
2313,2025-09-01,106,1,78,21,57,58,49,Low Stock,Future
2314,2024-08-07,118,6,12,38,0,131,44,Stockout,Current
2315,2024-09-28,92,5,30,73,0,57,0,Stockout,Current
2316,2025-01-26,15,5,124,83,41,88,20,Low Stock,Current
2317,2024-07-20,22,3,226,74,152,117,30,Healthy,Current
2318,2024-03-28,43,6,22,60,0,125,45,Stockout,Current
2319,2025-04-21,95,6,47,44,3,63,18,Low Stock,Current
2320,2024-08-10,109,2,345,62,283,89,24,Healthy,Future
2321,2025-02-28,12,6,216,22,194,114,36,Healthy,Current
2322,2025-12-30,32,4,120,27,93,82,48,Healthy,Current
2323,2025-12-26,111,6,73,26,47,46,30,Healthy,Future
2324,2024-11-10,2,4,71,55,16,55,24,Low Stock,Current
2325,2024-01-12,114,6,92,4,88,123,0,Low Stock,Current
2326,2025-08-16,102,2,227,46,181,112,10,Healthy,Future
2327,2024-06-24,68,2,5,86,0,110,35,Stockout,Current
2328,2025-01-20,9,1,76,72,4,73,18,Low Stock,Future
2329,2024-08-30,86,1,139,6,133,105,26,Healthy,Current
2330,2025-04-06,78,6,193,24,169,118,27,Healthy,Future
2331,2025-07-23,68,4,9,85,0,119,39,Stockout,Current
2332,2024-09-07,77,1,72,41,31,65,30,Low Stock,Future
2333,2025-10-23,62,6,203,51,152,138,0,Healthy,Current
2334,2024-01-29,45,6,21,77,0,42,12,Stockout,Current
2335,2024-03-01,54,1,72,41,31,97,48,Low Stock,Current
2336,2025-06-30,27,5,92,21,71,138,22,Low Stock,Current
2337,2024-05-29,120,3,142,49,93,130,45,Low Stock,Current
2338,2025-02-08,41,2,97,79,18,139,50,Low Stock,Current
2339,2024-01-06,25,1,144,37,107,51,8,Healthy,Current
2340,2025-07-06,55,6,119,3,116,41,35,Healthy,Current
2341,2024-05-21,37,6,229,29,200,136,34,Healthy,Future
2342,2025-02-05,109,4,178,72,106,101,15,Healthy,Current
2343,2025-01-24,48,2,44,60,0,121,10,Stockout,Current
2344,2024-10-10,27,6,218,78,140,96,6,Healthy,Current
2345,2025-10-07,96,4,81,56,25,85,17,Low Stock,Current
2346,2024-01-26,97,6,348,42,306,133,31,Healthy,Future
2347,2024-03-11,11,6,260,2,258,99,0,Healthy,Future
2348,2024-01-28,12,6,237,77,160,91,46,Healthy,Current
2349,2024-04-14,43,5,157,17,140,76,35,Healthy,Current
2350,2024-03-23,56,6,117,84,33,126,20,Low Stock,Future
2351,2025-03-23,96,1,189,40,149,115,17,Healthy,Current
2352,2025-06-24,57,6,54,38,16,107,28,Low Stock,Current
2353,2025-08-16,98,4,203,7,196,118,31,Healthy,Current
2354,2024-03-03,106,2,79,81,0,130,19,Stockout,Current
2355,2025-05-03,83,6,135,50,85,40,42,Healthy,Current
2356,2025-04-24,90,1,58,40,18,128,9,Low Stock,Current
2357,2024-11-23,17,6,83,15,68,43,44,Healthy,Current
2358,2025-03-16,90,6,276,20,256,52,14,Healthy,Future
2359,2024-10-16,85,6,44,72,0,48,13,Stockout,Current
2360,2025-03-06,56,6,157,75,82,140,15,Low Stock,Current
2361,2024-03-10,74,2,109,32,77,111,12,Low Stock,Current
2362,2025-08-05,116,1,32,85,0,81,21,Stockout,Current
2363,2024-10-02,76,1,88,90,0,68,20,Stockout,Current
2364,2025-05-07,61,6,49,5,44,67,28,Low Stock,Current
2365,2025-11-27,56,6,136,58,78,61,12,Healthy,Current
2366,2024-12-01,61,5,152,64,88,46,29,Healthy,Future
2367,2025-09-05,21,2,105,60,45,124,22,Low Stock,Current
2368,2025-07-06,69,5,47,12,35,56,9,Low Stock,Current
2369,2025-11-16,95,3,289,58,231,136,20,Healthy,Future
2370,2025-06-19,84,1,93,55,38,45,19,Low Stock,Current
2371,2025-03-22,99,1,74,49,25,66,38,Low Stock,Current
2372,2024-07-20,100,3,84,66,18,43,49,Low Stock,Current
2373,2025-12-04,3,2,14,18,0,70,42,Stockout,Current
2374,2024-03-26,54,6,140,85,55,95,31,Low Stock,Future
2375,2025-10-23,35,6,30,18,12,135,19,Low Stock,Current
2376,2025-08-13,53,1,136,9,127,87,35,Healthy,Current
2377,2025-12-30,106,1,24,87,0,96,25,Stockout,Current
2378,2024-03-15,32,4,233,48,185,118,37,Healthy,Future
2379,2024-01-11,89,6,160,42,118,47,13,Healthy,Current
2380,2025-02-04,113,4,28,72,0,130,8,Stockout,Current
2381,2024-11-12,87,3,87,28,59,88,50,Low Stock,Future
2382,2024-10-18,41,2,67,27,40,113,7,Low Stock,Current
2383,2025-08-01,18,6,2,21,0,55,32,Stockout,Current
2384,2025-10-12,39,1,293,62,231,140,32,Healthy,Future
2385,2024-04-21,15,3,171,49,122,55,5,Healthy,Current
2386,2025-03-23,40,4,116,0,116,103,12,Healthy,Future
2387,2025-12-05,97,6,78,57,21,118,45,Low Stock,Current
2388,2025-10-11,31,6,350,35,315,78,35,Healthy,Future
2389,2024-10-11,106,1,107,32,75,135,0,Low Stock,Current
2390,2024-10-19,62,3,27,34,0,45,49,Stockout,Current
2391,2025-10-05,101,1,46,52,0,77,40,Stockout,Future
2392,2025-11-24,41,2,140,11,129,65,18,Healthy,Current
2393,2025-04-04,120,6,173,55,118,120,34,Low Stock,Future
2394,2025-06-20,55,3,161,88,73,45,41,Healthy,Current
2395,2025-03-25,68,1,117,62,55,61,24,Low Stock,Current
2396,2024-05-29,81,5,266,64,202,123,14,Healthy,Future
2397,2025-03-25,16,6,114,14,100,89,47,Healthy,Future
2398,2024-10-05,101,2,223,77,146,77,22,Healthy,Current
2399,2025-09-19,14,3,46,75,0,135,38,Stockout,Current
2400,2025-11-09,113,3,44,33,11,86,12,Low Stock,Current
2401,2025-01-05,101,3,148,78,70,122,7,Low Stock,Current
2402,2024-04-05,110,4,249,1,248,72,0,Healthy,Future
2403,2024-09-11,17,3,90,57,33,70,5,Low Stock,Current
2404,2025-12-26,50,6,138,89,49,139,49,Low Stock,Current
2405,2025-11-12,34,6,162,80,82,75,26,Healthy,Current
2406,2024-08-16,70,2,302,7,295,40,27,Healthy,Future
2407,2025-10-17,74,3,71,27,44,91,38,Low Stock,Future
2408,2024-03-24,104,6,293,49,244,53,41,Healthy,Future
2409,2024-02-20,103,1,282,41,241,117,40,Healthy,Future
2410,2024-06-01,36,6,154,21,133,58,43,Healthy,Future
2411,2024-05-29,23,2,212,19,193,98,32,Healthy,Future
2412,2025-04-05,111,3,181,67,114,87,17,Healthy,Future
2413,2025-08-29,72,6,63,16,47,53,7,Low Stock,Future
2414,2024-06-02,96,2,47,37,10,74,49,Low Stock,Future
2415,2025-03-11,45,6,239,42,197,132,29,Healthy,Future
2416,2025-01-28,81,3,248,25,223,107,10,Healthy,Current
2417,2025-08-19,54,1,89,18,71,133,20,Low Stock,Current
2418,2024-09-12,35,1,179,42,137,93,36,Healthy,Current
2419,2025-02-06,74,2,112,37,75,100,50,Low Stock,Current
2420,2024-05-13,88,2,11,68,0,104,35,Stockout,Current
2421,2024-02-18,6,4,171,44,127,78,32,Healthy,Current
2422,2025-09-21,87,1,65,6,59,105,43,Low Stock,Current
2423,2024-09-04,77,6,172,74,98,47,48,Healthy,Current
2424,2025-06-19,107,3,200,42,158,117,8,Healthy,Future
2425,2024-02-14,13,6,153,67,86,67,16,Healthy,Current
2426,2025-02-06,72,6,109,17,92,74,23,Healthy,Future
2427,2024-08-02,106,1,69,33,36,64,44,Low Stock,Current
2428,2024-12-16,89,3,36,63,0,59,2,Stockout,Current
2429,2025-07-16,34,2,82,42,40,71,1,Low Stock,Current
2430,2024-07-01,62,2,56,34,22,41,17,Low Stock,Future
2431,2025-05-09,46,6,258,18,240,67,33,Healthy,Future
2432,2024-04-05,30,6,314,19,295,90,31,Healthy,Future
2433,2024-10-08,92,6,312,63,249,102,16,Healthy,Future
2434,2024-10-27,108,5,190,17,173,53,2,Healthy,Future
2435,2025-02-23,7,6,113,16,97,115,6,Low Stock,Current
2436,2025-08-18,34,1,26,90,0,99,47,Stockout,Current
2437,2025-11-04,69,5,34,85,0,103,3,Stockout,Current
2438,2024-10-09,57,3,156,30,126,105,26,Healthy,Current
2439,2024-02-17,42,2,2,53,0,56,37,Stockout,Current
2440,2025-01-20,67,1,220,66,154,72,47,Healthy,Current
2441,2025-03-23,16,3,195,49,146,131,0,Healthy,Current
2442,2025-08-27,46,2,17,13,4,129,1,Low Stock,Current
2443,2025-04-21,93,3,24,29,0,47,33,Stockout,Current
2444,2024-08-26,60,1,114,38,76,101,21,Low Stock,Future
2445,2025-04-21,98,3,203,75,128,71,41,Healthy,Current
2446,2024-03-30,10,2,67,71,0,64,20,Stockout,Future
2447,2024-08-29,41,6,98,51,47,122,38,Low Stock,Current
2448,2024-04-03,22,2,2,73,0,108,45,Stockout,Current
2449,2024-11-17,55,2,40,71,0,105,42,Stockout,Future
2450,2024-12-15,113,6,40,35,5,54,7,Low Stock,Current
2451,2024-03-16,88,2,198,19,179,56,1,Healthy,Future
2452,2025-07-03,91,1,53,7,46,131,24,Low Stock,Current
2453,2025-05-15,100,6,17,1,16,61,2,Low Stock,Current
2454,2024-01-04,102,6,181,84,97,61,27,Healthy,Current
2455,2025-12-27,77,2,343,31,312,107,42,Healthy,Future
2456,2025-05-17,84,3,40,72,0,124,31,Stockout,Current
2457,2025-08-29,58,6,136,30,106,59,45,Healthy,Future
2458,2025-04-09,46,2,333,89,244,114,13,Healthy,Future
2459,2025-01-02,87,1,59,17,42,58,24,Low Stock,Current
2460,2025-10-06,80,6,5,26,0,52,5,Stockout,Current
2461,2024-05-23,40,4,65,62,3,105,37,Low Stock,Current
2462,2024-02-12,69,1,62,33,29,72,20,Low Stock,Future
2463,2024-04-08,54,6,92,90,2,59,34,Low Stock,Current
2464,2025-07-22,76,6,295,49,246,52,40,Healthy,Future
2465,2025-03-29,78,3,119,74,45,76,46,Low Stock,Future
2466,2025-05-08,88,6,92,89,3,75,44,Low Stock,Future
2467,2024-04-19,118,6,217,83,134,135,31,Low Stock,Current
2468,2025-04-13,101,2,293,66,227,40,2,Healthy,Future
2469,2025-04-14,53,3,181,69,112,140,49,Low Stock,Future
2470,2025-05-01,110,6,127,78,49,66,1,Low Stock,Current
2471,2025-11-01,95,5,153,52,101,78,3,Healthy,Future
2472,2025-06-28,93,6,132,30,102,137,40,Low Stock,Current
2473,2024-10-25,29,1,155,74,81,48,37,Healthy,Current
2474,2025-12-05,22,4,337,75,262,140,36,Healthy,Future
2475,2024-05-15,104,2,93,86,7,55,20,Low Stock,Current
2476,2024-11-12,85,3,113,80,33,130,49,Low Stock,Future
2477,2025-07-28,96,3,197,81,116,61,36,Healthy,Current
2478,2024-05-27,31,2,257,71,186,89,5,Healthy,Current
2479,2024-08-09,100,6,96,79,17,75,42,Low Stock,Current
2480,2025-02-11,4,6,12,43,0,131,21,Stockout,Current
2481,2025-08-03,77,2,307,37,270,131,23,Healthy,Future
2482,2025-07-14,7,6,240,51,189,44,46,Healthy,Current
2483,2024-08-26,13,2,161,20,141,97,46,Healthy,Current
2484,2025-12-28,95,6,58,44,14,134,23,Low Stock,Current
