return_id,order_id,customer_id,product_id,return_date,return_reason,refund_amount,replacement_requested,scenario_phase
843,3200,178,29,2025-08-16,Delivery Delay,100.65,Yes,Current
844,6337,118,52,2025-06-26,Wrong Item,20.0,No,Current
845,9673,110,12,2025-11-14,Delivery Delay,175.3,Yes,Current
846,11909,740,20,2024-05-11,Damaged Product,83.78,Yes,Current
847,11057,948,61,2025-05-15,Damaged Product,61.56,Yes,Current
848,7748,846,59,2025-06-13,Changed Mind,74.19,No,Future
849,11904,286,28,2025-09-19,Damaged Product,154.16,Yes,Current
850,5276,726,75,2025-12-16,Damaged Product,93.81,Yes,Current
851,303,240,19,2025-04-05,Delivery Delay,99.97,No,Future
852,4038,404,119,2025-09-26,Damaged Product,20.0,Yes,Current
853,7135,300,7,2025-09-11,Size Issue,160.76,Yes,Future
854,436,972,88,2025-03-07,Damaged Product,34.22,No,Future
855,9732,224,94,2025-03-21,Size Issue,40.82,No,Current
856,8190,876,1,2025-12-14,Size Issue,109.8,No,Current
857,10940,257,103,2025-05-21,Changed Mind,82.04,Yes,Future
858,7462,97,22,2024-04-27,Wrong Item,100.25,Yes,Future
859,10377,535,112,2025-08-21,Damaged Product,133.6,Yes,Current
860,9757,925,62,2025-06-16,Wrong Item,131.25,Yes,Current
861,557,520,36,2025-10-27,Delivery Delay,140.93,Yes,Current
862,356,275,61,2025-12-01,Delivery Delay,70.42,Yes,Current
863,2161,904,105,2025-09-04,Changed Mind,35.21,No,Current
864,9562,486,47,2025-04-16,Delivery Delay,104.91,Yes,Current
865,1316,237,104,2025-02-18,Size Issue,124.31,Yes,Future
866,9688,12,3,2025-05-12,Wrong Item,150.7,Yes,Current
867,8235,255,115,2025-08-07,Size Issue,96.1,Yes,Current
868,11835,338,5,2025-12-28,Delivery Delay,122.99,No,Current
869,7602,703,112,2025-11-08,Delivery Delay,124.84,Yes,Current
870,3773,542,112,2025-10-23,Delivery Delay,124.85,Yes,Current
871,5267,633,14,2025-10-17,Size Issue,75.63,Yes,Future
872,2309,460,90,2025-03-14,Wrong Item,60.43,Yes,Future
873,5153,939,41,2024-12-11,Changed Mind,79.78,Yes,Current
874,2258,407,120,2025-09-12,Delivery Delay,45.74,Yes,Future
875,6542,593,24,2024-03-13,Changed Mind,144.92,No,Future
876,11970,252,41,2025-08-07,Changed Mind,95.53,No,Current
877,1180,277,2,2025-12-23,Delivery Delay,176.71,Yes,Current
878,8001,714,6,2025-03-14,Delivery Delay,109.37,Yes,Current
879,9348,980,94,2025-12-27,Delivery Delay,41.6,No,Current
880,6337,118,52,2025-06-06,Wrong Item,20.0,No,Current
881,9479,881,15,2025-10-26,Damaged Product,54.75,Yes,Current
882,3593,618,119,2025-02-22,Delivery Delay,20.0,Yes,Current
883,5636,255,20,2025-11-23,Size Issue,81.52,Yes,Future
884,10879,140,70,2025-12-25,Changed Mind,94.61,Yes,Current
885,9465,153,73,2025-09-11,Wrong Item,20.0,No,Current
886,2836,729,73,2025-09-21,Wrong Item,20.0,Yes,Future
887,2395,488,75,2024-06-13,Delivery Delay,91.63,Yes,Current
888,7658,761,60,2025-07-12,Size Issue,134.73,Yes,Future
889,11170,237,25,2025-12-20,Damaged Product,20.48,Yes,Current
890,2702,178,13,2024-12-07,Delivery Delay,95.87,No,Future
891,983,383,46,2025-09-20,Size Issue,95.55,Yes,Current
892,10050,677,61,2025-10-28,Size Issue,73.04,No,Future
893,1635,340,41,2025-12-02,Size Issue,96.21,No,Current
894,1622,131,55,2025-07-23,Delivery Delay,65.77,No,Current
895,907,859,110,2024-05-18,Delivery Delay,119.33,Yes,Current
896,1379,505,109,2025-09-22,Wrong Item,60.41,No,Current
897,10945,836,50,2025-03-01,Delivery Delay,93.7,No,Current
898,4451,4,58,2025-12-30,Size Issue,116.02,No,Current
899,1633,386,3,2025-12-10,Delivery Delay,132.09,Yes,Current
900,524,361,21,2025-04-03,Damaged Product,33.47,Yes,Current
901,9193,231,43,2025-08-22,Changed Mind,129.03,Yes,Future
902,9902,800,2,2025-01-21,Changed Mind,188.17,No,Future
903,10784,210,29,2025-05-16,Damaged Product,104.91,No,Current
904,6049,917,12,2025-05-22,Size Issue,146.28,No,Future
905,9638,374,53,2025-07-09,Size Issue,99.83,Yes,Future
906,4037,258,100,2025-10-04,Damaged Product,79.24,No,Current
907,8274,726,109,2025-12-11,Delivery Delay,60.23,Yes,Current
908,8210,563,30,2025-01-30,Wrong Item,24.59,Yes,Current
909,10378,592,30,2025-08-24,Changed Mind,31.04,Yes,Current
910,10353,201,67,2025-12-03,Changed Mind,173.49,Yes,Future
911,9128,994,18,2025-01-28,Wrong Item,49.66,Yes,Future
912,7149,537,112,2025-05-15,Damaged Product,148.61,Yes,Current
913,496,114,11,2025-02-20,Delivery Delay,33.07,Yes,Future
914,11483,794,63,2025-12-22,Size Issue,36.18,No,Current
915,3582,124,61,2025-12-06,Damaged Product,60.93,Yes,Current
916,2826,528,64,2025-11-16,Wrong Item,104.8,Yes,Current
917,6207,505,71,2025-06-17,Wrong Item,96.96,Yes,Current
918,10639,815,73,2025-11-21,Delivery Delay,20.0,Yes,Current
919,10142,9,8,2025-01-10,Wrong Item,55.39,No,Future
920,7382,30,107,2025-10-25,Delivery Delay,45.43,Yes,Current
921,8822,671,28,2025-12-26,Delivery Delay,123.19,Yes,Current
922,3288,859,56,2024-09-12,Damaged Product,128.7,No,Future
923,4191,3,29,2025-04-28,Size Issue,128.96,No,Future
924,654,40,103,2025-09-29,Damaged Product,87.93,No,Current
925,9106,311,51,2025-09-15,Size Issue,108.09,No,Future
926,1034,484,55,2025-11-08,Changed Mind,64.58,No,Future
927,7671,505,9,2025-11-17,Damaged Product,72.85,Yes,Current
928,7088,245,88,2025-07-04,Changed Mind,38.48,Yes,Current
929,8631,224,70,2025-10-23,Wrong Item,95.08,Yes,Current
930,5752,503,27,2024-11-18,Delivery Delay,129.37,Yes,Current
931,8337,220,36,2025-06-06,Wrong Item,130.92,Yes,Current
932,180,533,102,2025-09-15,Changed Mind,57.84,No,Current
933,3575,826,111,2024-09-02,Wrong Item,119.23,Yes,Current
934,5015,789,98,2025-08-04,Damaged Product,174.69,Yes,Current
935,10835,24,108,2025-03-20,Size Issue,41.36,No,Future
936,722,3,89,2025-11-02,Size Issue,111.04,Yes,Current
937,153,586,108,2025-03-24,Damaged Product,35.33,Yes,Current
938,5510,867,2,2025-07-27,Wrong Item,187.87,No,Current
939,5904,169,6,2025-11-29,Wrong Item,103.98,Yes,Current
940,9057,910,82,2025-09-12,Changed Mind,102.09,No,Future
941,6259,763,91,2025-12-30,Wrong Item,69.44,No,Current
942,5783,345,11,2025-09-20,Changed Mind,37.58,Yes,Current
943,9407,821,70,2025-11-24,Size Issue,115.72,No,Future
944,2521,585,79,2025-09-18,Wrong Item,136.43,No,Current
945,1039,557,120,2025-09-30,Size Issue,42.39,Yes,Future
946,3042,945,66,2025-12-12,Size Issue,103.94,No,Current
947,571,761,12,2025-11-01,Size Issue,149.59,Yes,Current
948,11206,157,88,2025-04-11,Delivery Delay,29.7,Yes,Current
949,250,628,112,2025-12-30,Delivery Delay,163.61,No,Current
950,11624,505,1,2025-12-17,Changed Mind,91.6,Yes,Future
951,9174,996,100,2025-07-24,Changed Mind,67.89,Yes,Future
952,51,93,8,2025-08-06,Size Issue,50.66,No,Current
953,10877,10,114,2024-09-29,Damaged Product,62.73,Yes,Current
954,8809,156,39,2024-09-23,Wrong Item,94.48,No,Current
955,475,850,71,2025-09-01,Size Issue,128.12,No,Future
956,7948,402,8,2025-09-05,Delivery Delay,61.19,Yes,Current
957,3667,48,19,2025-11-26,Damaged Product,86.95,No,Current
958,9015,418,32,2024-09-23,Delivery Delay,160.8,No,Future
959,9933,710,92,2024-11-12,Changed Mind,43.61,No,Future
960,2538,824,96,2025-08-19,Delivery Delay,32.02,Yes,Future
961,3659,135,56,2025-12-26,Changed Mind,121.47,Yes,Future
962,1828,357,108,2025-01-03,Damaged Product,39.09,Yes,Current
963,1361,882,53,2025-10-28,Damaged Product,81.62,Yes,Future
964,1025,327,114,2025-11-29,Changed Mind,72.03,No,Current
965,921,506,115,2025-11-29,Delivery Delay,99.77,Yes,Current
966,8880,878,11,2025-06-01,Delivery Delay,39.29,No,Current
967,10843,378,87,2025-08-30,Delivery Delay,74.37,Yes,Current
968,4721,462,69,2025-03-03,Delivery Delay,75.1,No,Current
969,10218,712,86,2025-11-15,Delivery Delay,78.05,Yes,Current
970,6648,403,41,2025-10-02,Changed Mind,92.08,Yes,Future
971,6144,161,11,2025-12-29,Delivery Delay,39.52,Yes,Current
972,5801,772,63,2025-11-30,Delivery Delay,37.13,Yes,Current
973,8805,792,15,2025-07-16,Delivery Delay,73.93,Yes,Current
974,1228,113,92,2025-10-27,Size Issue,43.05,Yes,Future
975,5162,432,111,2024-06-13,Delivery Delay,113.1,Yes,Current
976,1624,87,79,2025-06-01,Delivery Delay,173.25,Yes,Future
977,5545,331,67,2025-01-20,Size Issue,187.69,Yes,Current
978,540,138,86,2025-06-16,Wrong Item,100.17,No,Current
979,4363,301,71,2025-12-28,Delivery Delay,125.3,Yes,Current
980,7538,189,27,2024-10-06,Size Issue,121.17,Yes,Future
981,7305,264,74,2025-03-18,Delivery Delay,88.48,No,Current
982,2263,533,64,2025-02-16,Size Issue,85.66,No,Current
983,3812,538,28,2025-07-29,Damaged Product,125.47,Yes,Future
984,6074,150,99,2025-02-24,Delivery Delay,166.65,No,Current
985,7213,21,108,2025-07-22,Damaged Product,48.56,Yes,Current
986,3205,343,118,2025-10-25,Delivery Delay,150.6,Yes,Current
987,4051,34,13,2025-08-17,Size Issue,98.05,Yes,Future
988,8602,858,120,2025-12-24,Changed Mind,41.01,Yes,Current
989,2019,559,103,2025-12-17,Damaged Product,102.85,No,Current
990,11694,829,67,2024-06-22,Size Issue,177.78,Yes,Future
991,10811,967,66,2025-12-04,Changed Mind,97.94,Yes,Current
992,10700,958,112,2024-09-02,Size Issue,149.93,No,Future
993,11718,937,25,2024-07-31,Damaged Product,20.0,Yes,Current
994,7305,264,74,2025-09-16,Size Issue,86.28,Yes,Current
995,667,711,91,2024-10-26,Wrong Item,84.58,Yes,Current
996,288,363,96,2025-12-19,Changed Mind,37.99,No,Current
997,7579,552,30,2025-08-03,Delivery Delay,30.16,Yes,Current
998,8590,127,1,2025-12-26,Delivery Delay,111.25,No,Current
999,1061,286,92,2025-08-06,Wrong Item,46.38,Yes,Current
1000,894,728,19,2025-07-14,Damaged Product,86.78,No,Current
1001,10180,907,28,2025-09-30,Size Issue,118.88,No,Future
1002,8253,709,79,2024-04-26,Changed Mind,159.9,Yes,Future
1003,7606,929,56,2024-11-04,Size Issue,141.77,No,Future
1004,7656,716,90,2025-12-30,Damaged Product,68.28,Yes,Future
1005,1969,310,82,2025-12-30,Wrong Item,134.41,Yes,Current
1006,10914,567,37,2025-12-15,Changed Mind,137.12,No,Future
1007,8528,161,100,2025-11-19,Size Issue,69.83,Yes,Current
1008,5825,417,8,2024-12-07,Size Issue,61.03,No,Future
1009,1787,292,59,2025-09-08,Changed Mind,84.66,No,Current
1010,7210,171,18,2025-11-15,Damaged Product,43.49,No,Current
1011,1584,402,111,2025-01-26,Size Issue,138.38,Yes,Future
1012,8941,732,94,2025-04-01,Delivery Delay,44.41,No,Current
1013,5000,738,17,2024-10-20,Damaged Product,103.65,No,Current
1014,9433,774,90,2025-09-25,Wrong Item,64.0,Yes,Future
1015,6138,687,53,2025-11-23,Damaged Product,93.52,Yes,Current
1016,7186,931,36,2025-12-21,Changed Mind,118.93,Yes,Current
1017,1421,164,48,2025-12-29,Wrong Item,76.03,Yes,Current
1018,6190,980,94,2025-09-11,Size Issue,45.35,Yes,Future
1019,6398,707,37,2025-10-23,Changed Mind,134.56,No,Future
1020,90,936,13,2025-04-18,Size Issue,92.62,Yes,Future
1021,4506,989,40,2025-09-16,Changed Mind,34.21,No,Current
1022,6081,849,30,2025-12-15,Damaged Product,25.67,No,Current
1023,7315,708,104,2025-11-17,Delivery Delay,120.46,No,Future
1024,4850,482,103,2025-12-26,Delivery Delay,89.15,No,Future
1025,9357,291,105,2025-07-14,Size Issue,45.25,No,Future
1026,6826,943,58,2025-01-15,Size Issue,94.49,Yes,Current
1027,2681,586,29,2024-05-14,Size Issue,92.8,Yes,Future
1028,343,994,60,2025-10-21,Wrong Item,133.83,Yes,Current
1029,5491,208,82,2025-08-28,Size Issue,96.3,No,Future
1030,4209,750,19,2024-01-19,Changed Mind,115.11,Yes,Current
1031,6530,738,18,2025-11-13,Changed Mind,50.04,No,Future
1032,757,842,53,2025-06-08,Delivery Delay,86.6,Yes,Current
1033,4456,266,109,2025-11-16,Delivery Delay,51.38,Yes,Current
1034,11532,761,29,2025-07-06,Size Issue,100.13,Yes,Current
1035,4703,617,39,2025-11-19,Changed Mind,108.57,No,Current
1036,1288,887,41,2025-12-29,Delivery Delay,79.98,Yes,Current
1037,11017,241,89,2024-08-11,Delivery Delay,120.1,No,Current
1038,5364,616,23,2025-10-19,Damaged Product,70.21,Yes,Current
1039,11609,674,20,2025-10-31,Size Issue,72.65,No,Future
1040,1610,963,13,2025-11-22,Size Issue,78.16,Yes,Future
1041,1857,787,46,2025-11-20,Changed Mind,104.76,Yes,Future
1042,11387,185,14,2025-06-07,Delivery Delay,69.65,Yes,Current
1043,2486,612,106,2025-06-26,Delivery Delay,20.32,Yes,Current
1044,3362,637,13,2025-10-22,Size Issue,101.12,No,Current
1045,327,594,10,2025-02-16,Damaged Product,76.05,Yes,Current
1046,5013,283,83,2025-06-08,Size Issue,55.96,Yes,Current
1047,98,516,10,2024-11-25,Damaged Product,73.19,No,Current
1048,11136,918,87,2025-05-25,Damaged Product,74.77,No,Future
1049,11501,42,95,2025-12-20,Damaged Product,141.01,Yes,Current
1050,1889,702,33,2025-08-19,Size Issue,180.46,Yes,Current
1051,11765,412,96,2025-11-23,Delivery Delay,42.25,Yes,Future
1052,11102,254,4,2025-12-08,Changed Mind,118.05,No,Future
1053,10213,130,31,2024-11-06,Delivery Delay,62.2,Yes,Current
1054,7848,29,88,2025-09-20,Size Issue,29.48,No,Future
1055,7822,947,35,2025-12-13,Size Issue,34.29,No,Future
1056,2704,749,10,2025-07-12,Size Issue,66.37,Yes,Current
1057,11505,338,52,2025-01-17,Size Issue,20.0,No,Current
1058,7379,967,27,2025-06-14,Size Issue,138.53,Yes,Future
1059,8033,992,4,2024-05-11,Damaged Product,124.4,Yes,Current
1060,6414,555,99,2025-12-22,Damaged Product,153.71,No,Future
1061,3238,365,21,2025-10-15,Delivery Delay,43.91,Yes,Current
1062,7757,218,74,2025-12-19,Changed Mind,90.01,Yes,Future
1063,8935,985,103,2025-11-22,Size Issue,101.6,Yes,Future
1064,2885,347,17,2025-10-22,Damaged Product,140.07,Yes,Current
1065,4242,107,34,2025-05-26,Delivery Delay,108.31,Yes,Current
1066,8834,406,72,2025-11-29,Size Issue,108.89,Yes,Current
1067,980,449,19,2025-12-09,Size Issue,101.94,Yes,Current
1068,10634,146,64,2025-06-16,Wrong Item,93.67,Yes,Current
1069,11886,837,14,2025-09-27,Damaged Product,59.7,Yes,Current
1070,5362,321,97,2025-09-16,Delivery Delay,48.82,Yes,Current
1071,9136,94,112,2025-09-16,Delivery Delay,161.02,No,Future
1072,5194,37,24,2025-07-03,Delivery Delay,108.88,Yes,Current
1073,5676,71,24,2025-10-11,Damaged Product,110.68,No,Current
1074,2622,630,79,2025-11-25,Wrong Item,147.13,Yes,Future
1075,5383,476,3,2025-12-07,Changed Mind,130.44,No,Current
1076,9136,94,112,2024-08-20,Size Issue,120.58,No,Future
1077,8995,940,44,2025-12-23,Damaged Product,80.01,Yes,Current
1078,3117,504,60,2025-04-02,Size Issue,107.17,Yes,Current
1079,2688,665,33,2025-12-07,Delivery Delay,165.58,Yes,Future
1080,1118,605,37,2025-02-14,Wrong Item,135.61,No,Future
1081,7323,171,105,2025-05-21,Size Issue,39.54,Yes,Current
1082,335,979,91,2024-08-30,Delivery Delay,69.13,No,Future
1083,9337,44,65,2025-01-18,Delivery Delay,67.15,No,Current
1084,9975,255,23,2025-03-23,Damaged Product,87.22,No,Future
1085,1921,895,20,2025-12-01,Delivery Delay,88.85,Yes,Current
1086,1968,767,93,2025-08-24,Damaged Product,110.84,No,Current
1087,8582,307,94,2025-09-11,Delivery Delay,42.03,Yes,Current
1088,10914,567,37,2025-10-13,Damaged Product,106.11,Yes,Future
1089,6001,649,103,2025-10-11,Changed Mind,82.14,No,Future
1090,6181,887,65,2025-12-19,Changed Mind,51.59,No,Current
1091,10714,272,102,2025-12-01,Damaged Product,58.51,Yes,Current
1092,5541,480,90,2025-07-02,Damaged Product,76.71,Yes,Current
1093,11648,862,56,2025-09-28,Delivery Delay,135.3,No,Current
1094,5214,505,53,2025-12-28,Wrong Item,100.67,No,Current
1095,4655,483,100,2025-12-18,Delivery Delay,64.57,Yes,Current
1096,11682,936,111,2025-03-08,Delivery Delay,137.06,Yes,Current
1097,3551,343,18,2025-07-07,Size Issue,51.5,No,Current
1098,9277,771,80,2025-12-23,Size Issue,117.01,Yes,Future
1099,7877,964,104,2025-11-14,Size Issue,117.15,No,Future
1100,9789,728,104,2024-02-17,Size Issue,112.31,Yes,Future
1101,2296,382,34,2024-10-11,Delivery Delay,88.66,Yes,Current
1102,2498,726,90,2024-11-18,Wrong Item,72.87,Yes,Current
1103,11799,809,81,2025-12-14,Changed Mind,93.04,No,Future
1104,7099,351,75,2024-12-13,Changed Mind,82.98,Yes,Future
1105,3669,928,115,2025-09-03,Wrong Item,117.72,Yes,Current
1106,10292,741,25,2025-08-31,Damaged Product,26.81,Yes,Current
1107,3527,724,45,2025-02-10,Changed Mind,26.05,Yes,Future
1108,11113,843,6,2024-06-15,Wrong Item,124.14,No,Current
1109,3268,960,37,2025-09-13,Changed Mind,99.86,Yes,Future
1110,2108,44,47,2025-01-05,Delivery Delay,126.87,Yes,Current
1111,4276,769,37,2025-06-29,Size Issue,138.99,No,Future
1112,3809,133,61,2025-07-25,Damaged Product,66.05,No,Current
1113,9395,62,85,2025-07-04,Damaged Product,109.24,No,Current
1114,2721,867,35,2025-09-06,Size Issue,32.02,Yes,Future
1115,1430,63,117,2025-10-17,Size Issue,118.1,No,Current
1116,2811,171,67,2025-04-22,Size Issue,198.2,Yes,Current
1117,842,759,66,2025-09-16,Size Issue,100.53,Yes,Current
1118,8510,812,49,2025-08-29,Size Issue,114.11,No,Current
1119,4488,614,5,2025-10-28,Delivery Delay,118.08,Yes,Current
1120,4617,409,16,2025-05-18,Delivery Delay,82.74,No,Current
1121,9770,181,53,2024-08-13,Delivery Delay,84.78,No,Current
1122,1111,533,64,2025-10-03,Damaged Product,77.5,Yes,Current
1123,6375,287,43,2025-07-05,Changed Mind,111.31,Yes,Current
1124,10678,549,119,2025-10-25,Changed Mind,20.03,Yes,Current
1125,4081,952,50,2025-09-01,Size Issue,94.71,Yes,Future
1126,4961,464,10,2025-01-31,Delivery Delay,60.56,Yes,Current
1127,741,844,82,2024-10-31,Size Issue,105.12,No,Future
1128,7091,411,63,2025-11-13,Wrong Item,37.56,Yes,Current
1129,119,284,90,2025-10-24,Size Issue,72.99,Yes,Current
1130,9070,779,77,2025-03-12,Changed Mind,110.09,No,Future
1131,2154,163,27,2024-11-19,Size Issue,116.65,Yes,Future
1132,11181,166,76,2025-05-04,Wrong Item,111.98,Yes,Future
1133,6549,68,60,2025-08-09,Size Issue,121.35,No,Current
1134,5238,866,55,2024-10-01,Delivery Delay,74.13,No,Future
1135,9747,145,26,2025-09-19,Delivery Delay,117.53,No,Current
1136,8300,736,76,2025-09-20,Wrong Item,114.64,Yes,Current
1137,5939,716,93,2025-09-22,Wrong Item,95.98,Yes,Current
1138,1958,174,50,2025-09-28,Damaged Product,95.01,Yes,Current
1139,6608,894,7,2025-11-26,Delivery Delay,138.59,Yes,Current
1140,3425,404,103,2025-05-05,Wrong Item,84.16,Yes,Current
1141,593,406,118,2025-08-23,Delivery Delay,157.38,No,Current
1142,649,898,105,2024-10-10,Changed Mind,32.83,Yes,Current
1143,5265,814,33,2025-08-08,Wrong Item,187.29,Yes,Current
1144,1510,190,90,2024-12-12,Changed Mind,68.01,Yes,Future
1145,9058,186,112,2025-12-25,Wrong Item,127.6,No,Future
1146,5307,651,4,2025-10-03,Wrong Item,121.45,No,Current
1147,6827,430,13,2024-07-26,Size Issue,104.66,Yes,Future
1148,2677,934,79,2025-06-26,Damaged Product,136.1,Yes,Current
1149,10678,549,119,2024-04-05,Damaged Product,20.09,Yes,Current
1150,7650,169,115,2025-11-01,Delivery Delay,107.84,No,Current
1151,8682,703,110,2025-01-02,Size Issue,124.91,Yes,Current
1152,4764,748,41,2025-11-06,Damaged Product,89.46,Yes,Future
1153,2774,550,111,2025-10-20,Damaged Product,136.28,No,Current
1154,420,413,1,2025-07-27,Wrong Item,119.7,Yes,Current
1155,11091,863,104,2025-07-16,Delivery Delay,134.69,Yes,Future
1156,1145,12,90,2025-06-28,Delivery Delay,74.76,Yes,Future
1157,6344,83,51,2025-10-06,Wrong Item,99.97,Yes,Current
1158,3531,838,25,2025-12-27,Delivery Delay,24.28,Yes,Current
1159,4888,695,89,2025-07-09,Changed Mind,128.36,Yes,Current
1160,1102,117,50,2025-11-01,Damaged Product,72.25,Yes,Future
1161,2308,10,101,2025-04-25,Wrong Item,108.9,Yes,Current
1162,6195,556,84,2025-12-25,Damaged Product,95.1,No,Current
1163,8532,265,17,2025-10-14,Changed Mind,120.9,Yes,Future
1164,1871,863,84,2024-11-25,Delivery Delay,98.89,No,Current
1165,5323,664,11,2025-02-14,Changed Mind,34.67,Yes,Future
1166,9449,740,33,2025-06-05,Size Issue,177.64,Yes,Current
1167,7400,145,67,2025-10-18,Size Issue,174.45,No,Current
1168,10851,624,67,2025-08-07,Delivery Delay,171.93,Yes,Current
1169,6656,600,74,2025-11-19,Delivery Delay,109.92,Yes,Current
1170,3766,8,105,2025-12-16,Size Issue,35.78,Yes,Current
1171,9067,457,55,2025-11-11,Changed Mind,71.65,No,Current
1172,8475,221,77,2025-06-01,Wrong Item,129.03,Yes,Current
1173,9199,771,64,2025-12-25,Size Issue,93.29,No,Current
1174,11514,256,50,2025-07-02,Size Issue,93.54,No,Current
1175,11321,1,117,2025-10-29,Size Issue,117.03,No,Future
1176,3814,319,98,2025-11-20,Damaged Product,184.46,No,Current
1177,656,861,51,2025-08-13,Size Issue,78.0,No,Current
1178,11220,139,84,2025-04-02,Damaged Product,107.71,No,Current
1179,10710,242,62,2025-03-17,Delivery Delay,163.69,Yes,Current
1180,10183,413,51,2025-07-03,Delivery Delay,88.58,Yes,Current
1181,3643,585,98,2024-09-27,Wrong Item,149.2,No,Current
1182,1885,605,108,2025-12-11,Wrong Item,37.08,No,Current
1183,7722,817,103,2025-12-06,Damaged Product,89.27,Yes,Current
1184,9738,74,88,2025-10-23,Delivery Delay,34.39,No,Current
1185,740,375,9,2025-12-24,Size Issue,88.51,No,Future
1186,7375,583,32,2025-03-24,Damaged Product,137.69,Yes,Current
1187,4431,150,36,2025-11-27,Delivery Delay,146.23,Yes,Current
1188,11407,692,19,2025-11-29,Changed Mind,113.2,Yes,Future
1189,8912,568,113,2025-08-07,Damaged Product,105.22,Yes,Current
1190,6282,906,8,2024-12-27,Wrong Item,54.28,Yes,Current
1191,3108,839,72,2025-05-28,Delivery Delay,112.52,No,Current
1192,11146,77,80,2025-10-02,Size Issue,97.81,No,Future
1193,4054,319,54,2025-12-26,Size Issue,98.42,No,Future
1194,7088,245,88,2025-10-09,Damaged Product,36.64,No,Current
1195,5409,256,96,2024-12-05,Damaged Product,36.07,Yes,Current
1196,2167,632,70,2025-08-18,Size Issue,91.9,Yes,Future
1197,11636,484,31,2024-10-31,Changed Mind,51.97,Yes,Future
1198,5164,166,49,2025-08-19,Delivery Delay,105.07,No,Current
1199,4702,22,94,2025-12-27,Changed Mind,50.26,No,Current
1200,9694,203,102,2025-09-29,Damaged Product,63.52,Yes,Current
1201,9564,21,113,2024-01-21,Delivery Delay,96.86,Yes,Current
1202,8980,5,29,2025-11-22,Changed Mind,107.03,Yes,Future
1203,8900,209,88,2025-05-17,Damaged Product,31.75,Yes,Future
1204,11923,438,43,2025-06-23,Delivery Delay,92.06,No,Current
1205,7178,232,76,2025-12-16,Damaged Product,106.06,No,Current
1206,5305,954,96,2025-09-20,Size Issue,43.68,Yes,Current
1207,7101,500,116,2024-09-02,Delivery Delay,143.28,No,Current
1208,2436,523,85,2025-08-20,Size Issue,130.41,Yes,Current
1209,2198,925,55,2025-12-16,Delivery Delay,65.59,Yes,Current
1210,4656,365,89,2025-12-02,Damaged Product,143.62,Yes,Current
1211,6791,123,98,2025-06-23,Delivery Delay,187.42,Yes,Current
1212,11132,206,90,2024-10-06,Changed Mind,79.07,Yes,Current
1213,11191,86,3,2025-11-13,Size Issue,139.87,Yes,Current
1214,5550,379,103,2025-10-06,Wrong Item,92.85,Yes,Current
1215,767,75,88,2025-08-16,Delivery Delay,32.11,Yes,Current
1216,10274,667,49,2025-06-23,Wrong Item,126.37,Yes,Current
1217,11445,430,80,2025-10-16,Damaged Product,96.44,Yes,Current
1218,5767,963,34,2025-12-18,Changed Mind,97.55,Yes,Future
1219,4934,889,78,2025-10-16,Delivery Delay,56.11,No,Current
1220,5657,561,116,2024-11-16,Delivery Delay,117.24,Yes,Future
1221,9788,123,81,2025-12-14,Changed Mind,82.72,Yes,Current
1222,859,99,97,2025-05-31,Wrong Item,43.53,No,Current
1223,36,325,70,2025-02-26,Wrong Item,98.31,No,Future
1224,5602,169,86,2024-09-14,Delivery Delay,75.16,No,Current
1225,9585,389,120,2024-11-17,Delivery Delay,39.14,Yes,Current
1226,2516,522,74,2025-12-21,Delivery Delay,106.49,No,Future
1227,194,798,36,2025-09-29,Size Issue,129.37,Yes,Current
1228,9111,42,103,2025-12-02,Changed Mind,94.1,No,Current
1229,8563,629,10,2025-10-24,Delivery Delay,65.28,No,Current
1230,1617,62,79,2025-03-20,Size Issue,129.52,No,Current
1231,11910,450,113,2025-04-17,Size Issue,112.6,Yes,Future
1232,10700,958,112,2025-09-02,Changed Mind,148.62,Yes,Future
1233,10870,358,103,2024-07-29,Damaged Product,80.09,Yes,Current
1234,354,916,114,2024-11-18,Damaged Product,80.52,Yes,Future
1235,11919,622,45,2024-06-21,Changed Mind,24.74,No,Current
1236,11227,663,13,2025-10-26,Delivery Delay,82.16,No,Current
1237,16,610,19,2025-12-13,Size Issue,92.52,No,Future
1238,9497,829,100,2025-12-03,Size Issue,76.49,Yes,Current
1239,9028,522,45,2025-09-18,Size Issue,20.84,No,Current
1240,3618,993,118,2025-09-17,Delivery Delay,126.94,Yes,Current
1241,7800,399,32,2025-10-23,Wrong Item,128.8,Yes,Current
1242,3055,600,91,2025-02-25,Size Issue,70.28,Yes,Current
1243,2478,766,92,2025-12-11,Size Issue,32.94,Yes,Future
1244,11677,22,27,2025-12-10,Changed Mind,107.72,No,Current
1245,5436,550,16,2025-12-24,Delivery Delay,85.68,Yes,Current
1246,3012,716,85,2025-07-05,Wrong Item,124.34,Yes,Current
1247,5355,406,65,2025-12-01,Delivery Delay,66.89,Yes,Future
1248,5085,591,51,2024-06-28,Damaged Product,78.98,Yes,Current
1249,1777,358,115,2025-01-07,Wrong Item,113.45,No,Future
1250,304,878,43,2025-03-03,Size Issue,98.94,No,Future
1251,7913,364,84,2024-07-09,Changed Mind,91.02,Yes,Current
1252,4636,21,1,2025-12-27,Wrong Item,95.71,Yes,Current
1253,9497,829,100,2025-11-20,Wrong Item,87.82,Yes,Current
1254,7695,474,37,2025-12-07,Size Issue,114.59,No,Current
1255,4116,676,24,2025-10-05,Changed Mind,131.38,No,Current
