order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,delivery_delay_days,delivery_status,sales_channel,scenario_phase
6653,2024-11-02,914,67,2,2,214.61,34.38,429.22,394.84,0,On Time,Click & Collect,Future
6654,2025-12-30,27,57,1,1,144.33,26.86,144.33,117.47,0,On Time,Online,Current
6655,2025-07-07,398,17,6,4,141.85,8.67,567.4,558.73,0,On Time,Online,Future
6656,2024-09-08,600,74,5,3,120.32,27.8,360.96,333.16,0,On Time,Click & Collect,Current
6657,2024-05-25,742,81,6,1,110.75,6.83,110.75,103.92,0,On Time,Online,Future
6658,2025-09-24,65,112,1,2,167.65,23.65,335.3,311.65,0,On Time,In-Store,Current
6659,2024-08-26,87,55,1,3,80.85,26.49,242.55,216.06,0,On Time,Wholesale,Current
6660,2025-06-03,546,9,6,4,102.79,11.96,411.16,399.2,0,On Time,Online,Current
6661,2025-04-01,460,40,6,1,35.44,31.77,35.44,3.67,0,On Time,Online,Current
6662,2025-05-27,588,89,3,2,144.37,18.79,288.74,269.95,0,On Time,Online,Current
6663,2024-03-02,150,71,4,3,135.62,6.02,406.86,400.84,0,On Time,Online,Future
6664,2025-07-10,258,42,2,1,65.4,27.02,65.4,38.38,0,On Time,Click & Collect,Future
6665,2024-11-01,392,108,6,2,50.05,1.45,100.1,98.65,0,On Time,Online,Future
6666,2024-11-21,751,26,6,2,117.76,1.22,235.52,234.3,1,Late,Online,Future
6667,2024-12-21,357,54,3,4,110.37,21.48,441.48,420.0,0,On Time,Online,Current
6668,2025-09-26,914,120,5,2,47.37,15.73,94.74,79.01,0,On Time,Online,Future
6669,2024-04-20,565,29,6,4,130.05,31.35,520.2,488.85,0,On Time,Online,Future
6670,2025-07-19,393,58,6,1,118.61,3.69,118.61,114.92,0,On Time,Online,Current
6671,2025-12-01,258,24,6,4,152.6,25.85,610.4,584.55,0,On Time,In-Store,Current
6672,2025-02-03,848,48,6,1,94.16,12.6,94.16,81.56,0,On Time,Online,Future
6673,2025-06-26,140,52,1,1,18.05,29.11,18.05,-11.06,4,Late,Online,Current
6674,2025-03-18,812,57,3,3,144.33,2.93,432.99,430.06,5,Late,Online,Current
6675,2025-03-21,677,84,4,3,108.1,13.62,324.3,310.68,6,Late,In-Store,Current
6676,2024-02-24,180,59,6,3,99.02,33.16,297.06,263.9,0,On Time,Online,Future
6677,2024-05-05,606,40,3,1,35.44,20.09,35.44,15.35,0,On Time,Online,Future
6678,2025-05-30,589,43,2,2,129.42,26.74,258.84,232.1,0,On Time,Online,Current
6679,2025-02-05,55,95,1,3,168.8,30.78,506.4,475.62,0,On Time,Online,Future
6680,2024-07-29,489,97,6,3,54.01,17.74,162.03,144.29,3,Late,Online,Current
6681,2024-09-21,140,42,4,4,65.4,11.54,261.6,250.06,0,On Time,In-Store,Future
6682,2024-07-09,119,110,3,1,159.94,31.82,159.94,128.12,0,On Time,Online,Future
6683,2025-07-12,761,4,6,2,143.64,20.42,287.28,266.86,2,Late,Online,Future
6684,2024-02-08,238,37,3,3,141.5,5.4,424.5,419.1,3,Late,In-Store,Current
6685,2025-11-02,132,86,6,2,102.94,33.3,205.88,172.58,0,On Time,Online,Current
6686,2025-12-12,519,57,6,1,144.33,20.81,144.33,123.52,0,On Time,Online,Future
6687,2024-02-22,565,61,1,4,82.33,11.34,329.32,317.98,0,On Time,In-Store,Current
6688,2025-01-25,977,99,4,1,170.64,3.56,170.64,167.08,0,On Time,In-Store,Future
6689,2024-08-26,562,39,6,2,128.17,17.81,256.34,238.53,0,On Time,Online,Future
6690,2024-02-15,768,71,6,4,135.62,0.42,542.48,542.06,5,Late,Online,Current
6691,2024-10-22,813,103,5,2,113.76,8.08,227.52,219.44,5,Late,Click & Collect,Current
6692,2024-10-14,100,87,2,3,80.57,13.03,241.71,228.68,6,Late,Click & Collect,Current
6693,2024-06-11,775,94,3,2,56.02,33.43,112.04,78.61,0,On Time,Click & Collect,Future
6694,2024-11-29,321,46,2,4,117.41,25.77,469.64,443.87,0,On Time,Click & Collect,Future
6695,2024-06-21,268,32,3,3,183.92,0.68,551.76,551.08,5,Late,Online,Current
6696,2024-06-19,964,6,6,3,127.67,33.94,383.01,349.07,0,On Time,Online,Current
6697,2025-03-31,715,51,1,1,110.62,9.73,110.62,100.89,0,On Time,Online,Future
6698,2024-01-20,630,116,1,2,159.24,24.99,318.48,293.49,3,Late,Online,Current
6699,2025-01-09,713,53,6,2,103.59,9.4,207.18,197.78,0,On Time,Online,Current
6700,2024-06-04,470,23,6,2,87.41,32.9,174.82,141.92,0,On Time,Online,Future
6701,2025-02-10,332,20,2,1,93.73,24.76,93.73,68.97,2,Late,Online,Current
6702,2024-07-21,595,21,6,4,44.65,23.26,178.6,155.34,0,On Time,Online,Future
6703,2025-10-12,109,14,1,3,85.15,9.98,255.45,245.47,0,On Time,Online,Current
6704,2025-04-14,233,26,6,2,117.76,18.37,235.52,217.15,6,Late,Online,Current
6705,2025-05-29,90,70,2,3,117.81,4.26,353.43,349.17,0,On Time,Wholesale,Future
6706,2024-03-30,743,4,1,1,143.64,28.89,143.64,114.75,0,On Time,Online,Future
6707,2025-04-27,430,37,1,2,141.5,25.73,283.0,257.27,0,On Time,Online,Future
6708,2025-08-10,294,37,6,1,141.5,28.56,141.5,112.94,0,On Time,Online,Current
6709,2024-03-20,930,59,6,4,99.02,19.48,396.08,376.6,0,On Time,Online,Current
6710,2025-09-28,103,2,6,4,200.36,33.77,801.44,767.67,0,On Time,Online,Current
6711,2025-01-04,773,50,6,2,97.72,14.71,195.44,180.73,0,On Time,Online,Future
6712,2024-03-08,854,114,6,4,83.67,29.87,334.68,304.81,0,On Time,Online,Current
6713,2025-05-16,149,35,6,1,41.4,12.18,41.4,29.22,0,On Time,Online,Future
6714,2024-12-24,162,105,4,1,45.95,24.11,45.95,21.84,0,On Time,Online,Future
6715,2024-05-13,706,76,6,2,128.17,23.33,256.34,233.01,0,On Time,Online,Future
6716,2024-05-14,621,69,6,2,82.06,12.92,164.12,151.2,0,On Time,Online,Future
6717,2025-04-17,144,29,1,3,130.05,11.29,390.15,378.86,0,On Time,Online,Future
6718,2025-11-17,506,8,6,1,62.57,32.33,62.57,30.24,0,On Time,Online,Current
6719,2024-05-29,336,65,6,4,71.32,0.2,285.28,285.08,0,On Time,Online,Current
6720,2025-09-27,973,54,3,4,110.37,4.48,441.48,437.0,0,On Time,Online,Future
6721,2024-03-15,891,106,1,2,28.51,7.47,57.02,49.55,0,On Time,Online,Future
6722,2024-10-19,985,31,6,3,64.76,16.59,194.28,177.69,0,On Time,In-Store,Future
6723,2024-03-24,36,15,5,4,76.6,9.37,306.4,297.03,2,Late,Online,Future
6724,2024-07-12,563,74,6,2,120.32,29.75,240.64,210.89,0,On Time,Online,Future
6725,2025-09-06,50,1,6,2,125.71,14.51,251.42,236.91,2,Late,Online,Current
6726,2024-04-17,54,109,6,3,65.96,33.65,197.88,164.23,0,On Time,Online,Future
6727,2025-06-11,90,62,5,2,180.58,25.36,361.16,335.8,6,Late,Online,Current
6728,2025-11-11,89,84,6,2,108.1,7.72,216.2,208.48,0,On Time,Online,Future
6729,2024-10-18,510,50,6,3,97.72,10.01,293.16,283.15,1,Late,Online,Current
6730,2025-02-20,370,112,5,4,167.65,10.99,670.6,659.61,2,Late,Wholesale,Current
6731,2025-04-07,301,84,6,4,108.1,13.83,432.4,418.57,0,On Time,Online,Current
6732,2024-11-23,490,5,5,3,140.44,13.71,421.32,407.61,3,Late,Online,Current
6733,2025-03-05,260,17,6,4,141.85,28.21,567.4,539.19,0,On Time,Online,Future
6734,2024-05-16,145,47,3,1,146.36,1.92,146.36,144.44,0,On Time,Wholesale,Current
6735,2024-11-01,884,28,6,1,154.21,30.0,154.21,124.21,0,On Time,Online,Current
6736,2025-01-15,593,18,5,3,53.11,13.28,159.33,146.05,0,On Time,Online,Future
6737,2024-07-28,217,16,6,1,103.76,16.24,103.76,87.52,1,Late,Wholesale,Current
6738,2024-05-14,597,78,5,4,57.86,31.13,231.44,200.31,0,On Time,Wholesale,Future
6739,2024-06-29,953,23,3,4,87.41,6.33,349.64,343.31,0,On Time,In-Store,Future
6740,2025-10-22,848,71,3,1,135.62,13.15,135.62,122.47,0,On Time,Online,Future
6741,2024-08-22,555,56,3,4,166.72,1.1,666.88,665.78,0,On Time,Online,Current
6742,2025-12-22,705,79,5,4,174.91,4.17,699.64,695.47,0,On Time,Online,Current
6743,2025-01-29,322,1,4,2,125.71,21.8,251.42,229.62,0,On Time,Online,Current
6744,2024-07-28,85,62,6,3,180.58,25.2,541.74,516.54,0,On Time,Online,Future
6745,2024-04-06,805,3,1,1,182.39,3.36,182.39,179.03,0,On Time,Click & Collect,Current
6746,2024-01-19,3,20,2,3,93.73,9.26,281.19,271.93,0,On Time,Click & Collect,Current
6747,2024-10-10,284,107,6,4,49.65,10.3,198.6,188.3,0,On Time,Online,Future
6748,2025-05-03,119,11,6,4,40.32,11.53,161.28,149.75,0,On Time,Online,Current
6749,2024-08-21,63,36,6,4,162.38,5.48,649.52,644.04,0,On Time,Online,Future
6750,2025-10-24,133,90,3,2,82.64,19.73,165.28,145.55,0,On Time,Click & Collect,Future
6751,2024-01-25,480,16,6,3,103.76,32.77,311.28,278.51,0,On Time,Online,Current
6752,2025-03-12,559,43,2,3,129.42,7.43,388.26,380.83,0,On Time,In-Store,Current
6753,2024-05-09,171,49,3,3,134.92,25.67,404.76,379.09,0,On Time,Online,Current
6754,2024-11-02,784,109,6,2,65.96,17.43,131.92,114.49,0,On Time,Online,Future
6755,2025-04-17,750,24,5,3,152.6,24.21,457.8,433.59,0,On Time,Online,Future
6756,2024-10-16,144,20,6,4,93.73,10.19,374.92,364.73,0,On Time,Online,Future
6757,2024-03-18,857,35,6,3,41.4,21.02,124.2,103.18,0,On Time,Online,Future
6758,2024-07-05,597,115,6,4,131.17,1.46,524.68,523.22,0,On Time,Online,Future
6759,2024-04-18,6,71,6,4,135.62,2.5,542.48,539.98,0,On Time,Online,Current
6760,2025-03-11,764,109,3,2,65.96,29.92,131.92,102.0,0,On Time,Click & Collect,Future
6761,2024-07-17,866,55,1,1,80.85,30.27,80.85,50.58,0,On Time,Online,Current
6762,2024-08-21,48,85,2,4,142.01,6.57,568.04,561.47,0,On Time,In-Store,Current
6763,2025-08-28,1000,18,6,3,53.11,0.45,159.33,158.88,0,On Time,Online,Future
6764,2024-04-16,730,38,3,4,97.97,12.52,391.88,379.36,0,On Time,In-Store,Future
6765,2025-05-11,718,51,6,4,110.62,2.83,442.48,439.65,0,On Time,Online,Current
6766,2025-10-13,57,95,3,1,168.8,13.06,168.8,155.74,4,Late,Wholesale,Current
6767,2025-03-06,256,74,6,4,120.32,0.42,481.28,480.86,0,On Time,Online,Current
6768,2024-08-07,858,98,2,2,192.94,3.7,385.88,382.18,0,On Time,Online,Current
6769,2025-04-18,799,60,6,3,148.3,16.53,444.9,428.37,4,Late,Online,Current
6770,2025-01-31,540,46,1,3,117.41,1.71,352.23,350.52,0,On Time,Online,Current
6771,2024-10-31,648,9,5,3,102.79,4.21,308.37,304.16,0,On Time,Online,Future
6772,2025-02-23,487,22,2,1,118.48,21.49,118.48,96.99,0,On Time,Click & Collect,Current
6773,2025-09-05,64,47,6,2,146.36,24.07,292.72,268.65,0,On Time,Online,Future
6774,2024-03-11,788,111,6,2,139.05,10.02,278.1,268.08,0,On Time,Online,Current
6775,2025-04-21,980,70,2,1,117.81,15.13,117.81,102.68,2,Late,Online,Current
6776,2025-12-25,515,28,6,3,154.21,6.3,462.63,456.33,0,On Time,Online,Future
6777,2024-12-16,623,5,6,1,140.44,10.03,140.44,130.41,0,On Time,Click & Collect,Future
6778,2024-06-29,489,100,6,3,91.89,19.87,275.67,255.8,0,On Time,Online,Current
6779,2025-04-25,157,87,3,4,80.57,22.49,322.28,299.79,4,Late,Online,Current
6780,2025-02-03,274,13,2,3,109.25,10.69,327.75,317.06,0,On Time,Online,Future
6781,2024-03-23,534,100,5,1,91.89,26.92,91.89,64.97,0,On Time,Online,Current
6782,2025-12-27,278,109,6,2,65.96,21.24,131.92,110.68,0,On Time,Online,Current
6783,2024-05-08,484,25,6,3,27.12,26.1,81.36,55.26,0,On Time,Online,Current
6784,2025-05-02,665,104,6,4,154.04,13.91,616.16,602.25,0,On Time,Online,Future
6785,2024-02-28,468,77,6,4,132.93,9.78,531.72,521.94,0,On Time,Online,Future
6786,2024-11-17,364,116,1,1,159.24,16.56,159.24,142.68,0,On Time,Online,Current
6787,2025-08-28,750,35,4,2,41.4,13.95,82.8,68.85,0,On Time,Click & Collect,Future
6788,2025-04-07,623,18,6,2,53.11,16.06,106.22,90.16,0,On Time,Online,Current
6789,2024-03-05,657,109,6,3,65.96,8.03,197.88,189.85,1,Late,Online,Current
6790,2024-06-03,355,84,6,3,108.1,12.17,324.3,312.13,0,On Time,Online,Future
6791,2024-06-25,123,98,1,1,192.94,2.91,192.94,190.03,0,On Time,Online,Current
6792,2025-12-06,20,64,2,3,106.6,31.97,319.8,287.83,1,Late,Click & Collect,Future
6793,2025-07-25,846,9,1,3,102.79,6.52,308.37,301.85,6,Late,Click & Collect,Current
6794,2025-12-10,195,93,5,2,119.71,22.92,239.42,216.5,4,Late,Wholesale,Current
6795,2025-11-01,430,14,5,4,85.15,0.22,340.6,340.38,0,On Time,Click & Collect,Future
6796,2025-03-07,362,34,6,4,116.01,7.49,464.04,456.55,0,On Time,Online,Current
6797,2025-12-06,993,51,2,3,110.62,20.83,331.86,311.03,0,On Time,In-Store,Future
6798,2025-11-16,739,1,6,4,125.71,30.5,502.84,472.34,0,On Time,Online,Future
6799,2025-03-06,152,32,4,2,183.92,4.12,367.84,363.72,2,Late,Online,Current
6800,2024-10-16,187,51,2,2,110.62,26.2,221.24,195.04,4,Late,In-Store,Current
6801,2025-01-03,345,8,1,1,62.57,33.73,62.57,28.84,2,Late,Online,Current
6802,2024-02-09,948,105,5,1,45.95,15.68,45.95,30.27,0,On Time,In-Store,Current
6803,2024-09-19,79,9,6,4,102.79,28.36,411.16,382.8,0,On Time,Online,Current
6804,2024-04-03,524,64,6,2,106.6,11.81,213.2,201.39,0,On Time,Online,Current
6805,2025-03-09,963,15,3,3,76.6,34.31,229.8,195.49,0,On Time,Online,Future
6806,2024-09-27,336,22,5,1,118.48,10.12,118.48,108.36,2,Late,Online,Current
6807,2024-03-02,527,114,3,1,83.67,4.23,83.67,79.44,0,On Time,In-Store,Current
6808,2025-10-10,635,93,2,2,119.71,28.0,239.42,211.42,2,Late,Wholesale,Future
6809,2025-09-23,238,58,2,3,118.61,30.09,355.83,325.74,0,On Time,In-Store,Future
6810,2025-06-26,481,19,6,3,118.63,33.87,355.89,322.02,0,On Time,Online,Current
6811,2025-01-03,592,54,5,3,110.37,8.59,331.11,322.52,0,On Time,In-Store,Current
6812,2025-07-01,237,13,1,4,109.25,0.76,437.0,436.24,0,On Time,Click & Collect,Current
6813,2025-08-08,484,100,6,1,91.89,20.23,91.89,71.66,0,On Time,Online,Future
6814,2025-04-11,692,95,2,4,168.8,28.76,675.2,646.44,0,On Time,Online,Future
6815,2025-06-17,18,26,2,1,117.76,2.71,117.76,115.05,0,On Time,Click & Collect,Future
6816,2025-12-15,144,81,6,1,110.75,29.09,110.75,81.66,0,On Time,Online,Current
6817,2024-01-02,976,78,6,2,57.86,22.78,115.72,92.94,1,Late,Online,Current
6818,2025-06-17,950,70,1,1,117.81,1.58,117.81,116.23,3,Late,Click & Collect,Current
6819,2025-06-27,568,9,6,1,102.79,20.27,102.79,82.52,0,On Time,Online,Future
6820,2024-04-24,829,88,3,4,41.48,13.82,165.92,152.1,7,Late,Click & Collect,Current
6821,2025-08-19,357,23,2,4,87.41,14.5,349.64,335.14,7,Late,Online,Current
6822,2025-08-28,544,57,1,1,144.33,16.42,144.33,127.91,0,On Time,Online,Current
6823,2025-12-29,360,95,5,3,168.8,34.94,506.4,471.46,0,On Time,In-Store,Future
6824,2025-04-29,446,24,2,4,152.6,25.68,610.4,584.72,7,Late,Click & Collect,Current
6825,2024-09-25,83,96,6,3,44.65,4.37,133.95,129.58,0,On Time,Online,Current
6826,2024-11-19,943,58,6,2,118.61,30.27,237.22,206.95,0,On Time,Online,Current
6827,2024-02-13,430,13,5,3,109.25,12.04,327.75,315.71,0,On Time,Online,Future
6828,2025-02-22,216,105,1,4,45.95,9.22,183.8,174.58,4,Late,Online,Current
6829,2025-11-10,567,79,6,1,174.91,27.12,174.91,147.79,0,On Time,Online,Future
6830,2025-12-22,427,36,6,2,162.38,31.67,324.76,293.09,0,On Time,Online,Current
6831,2024-04-18,437,13,6,2,109.25,8.97,218.5,209.53,0,On Time,Online,Future
6832,2025-04-30,850,44,1,1,107.15,20.95,107.15,86.2,0,On Time,Online,Current
6833,2024-04-18,40,106,1,4,28.51,24.4,114.04,89.64,0,On Time,Online,Current
6834,2025-06-28,865,44,3,3,107.15,29.42,321.45,292.03,0,On Time,Wholesale,Current
6835,2024-04-02,207,97,5,2,54.01,14.77,108.02,93.25,0,On Time,In-Store,Future
6836,2024-01-07,123,103,6,1,113.76,9.8,113.76,103.96,3,Late,Click & Collect,Current
6837,2024-10-02,678,25,1,2,27.12,32.57,54.24,21.67,0,On Time,Online,Future
6838,2025-08-23,597,120,6,3,47.37,9.82,142.11,132.29,0,On Time,Online,Current
6839,2025-07-29,107,26,4,2,117.76,7.8,235.52,227.72,0,On Time,Online,Current
6840,2024-06-09,602,18,6,4,53.11,30.5,212.44,181.94,0,On Time,Online,Future
6841,2025-03-31,399,116,6,4,159.24,26.39,636.96,610.57,0,On Time,Online,Current
6842,2025-06-08,109,74,4,3,120.32,34.45,360.96,326.51,0,On Time,Online,Future
6843,2025-01-24,816,105,6,2,45.95,11.81,91.9,80.09,7,Late,Online,Current
6844,2025-04-27,812,74,2,1,120.32,26.01,120.32,94.31,0,On Time,Online,Current
6845,2025-10-28,265,69,3,1,82.06,27.39,82.06,54.67,7,Late,Online,Current
6846,2024-07-05,238,108,2,1,50.05,21.38,50.05,28.67,0,On Time,Wholesale,Future
6847,2024-12-09,769,1,4,1,125.71,17.36,125.71,108.35,0,On Time,In-Store,Current
6848,2025-12-10,907,54,3,4,110.37,11.25,441.48,430.23,0,On Time,Online,Future
6849,2025-05-19,466,16,1,2,103.76,26.57,207.52,180.95,0,On Time,Click & Collect,Future
6850,2024-07-31,471,34,3,2,116.01,15.26,232.02,216.76,0,On Time,Online,Future
6851,2025-07-15,541,87,1,1,80.57,32.46,80.57,48.11,0,On Time,Online,Current
6852,2024-08-17,151,85,6,1,142.01,14.17,142.01,127.84,0,On Time,Online,Current
6853,2025-07-28,570,34,6,4,116.01,2.43,464.04,461.61,0,On Time,Online,Future
6854,2025-07-24,237,61,3,4,82.33,8.64,329.32,320.68,2,Late,Online,Current
6855,2025-05-11,457,69,4,1,82.06,0.46,82.06,81.6,0,On Time,Online,Current
6856,2025-07-27,285,88,6,2,41.48,10.18,82.96,72.78,0,On Time,Click & Collect,Current
6857,2024-10-21,50,88,4,1,41.48,21.89,41.48,19.59,0,On Time,Click & Collect,Current
6858,2024-02-18,167,45,1,2,29.58,6.98,59.16,52.18,0,On Time,Online,Current
6859,2024-11-01,372,113,5,4,120.7,8.27,482.8,474.53,0,On Time,Online,Future
6860,2025-08-03,858,78,6,1,57.86,21.52,57.86,36.34,0,On Time,Online,Current
6861,2024-08-02,833,100,6,3,91.89,22.04,275.67,253.63,2,Late,Online,Current
6862,2025-06-08,869,27,2,2,148.3,13.12,296.6,283.48,5,Late,Click & Collect,Current
6863,2025-05-09,307,69,6,2,82.06,31.84,164.12,132.28,0,On Time,Online,Future
6864,2024-10-21,123,61,5,4,82.33,5.65,329.32,323.67,0,On Time,Wholesale,Current
6865,2025-03-30,118,75,4,2,112.15,19.4,224.3,204.9,0,On Time,Online,Future
6866,2025-10-02,124,14,3,4,85.15,3.99,340.6,336.61,4,Late,Click & Collect,Current
6867,2025-08-14,120,42,2,3,65.4,33.37,196.2,162.83,0,On Time,Online,Current
6868,2024-10-01,145,34,6,3,116.01,28.8,348.03,319.23,0,On Time,Online,Current
6869,2024-07-01,651,10,3,1,78.41,2.29,78.41,76.12,0,On Time,Online,Future
6870,2025-06-02,589,62,1,4,180.58,8.59,722.32,713.73,0,On Time,Online,Current
6871,2024-12-29,483,47,1,3,146.36,16.95,439.08,422.13,0,On Time,Click & Collect,Current
6872,2024-10-07,591,37,1,1,141.5,32.65,141.5,108.85,0,On Time,Wholesale,Current
6873,2024-01-20,226,34,4,4,116.01,34.45,464.04,429.59,0,On Time,Wholesale,Future
6874,2025-09-11,21,73,1,2,20.46,18.32,40.92,22.6,0,On Time,Click & Collect,Future
6875,2025-04-23,467,89,5,2,144.37,8.3,288.74,280.44,0,On Time,Online,Current
6876,2024-08-02,988,44,1,3,107.15,10.65,321.45,310.8,2,Late,In-Store,Future
6877,2025-04-11,634,22,6,3,118.48,5.36,355.44,350.08,4,Late,Online,Current
6878,2024-09-28,825,91,1,1,85.5,30.1,85.5,55.4,0,On Time,Online,Future
6879,2024-10-27,415,26,3,3,117.76,3.78,353.28,349.5,0,On Time,In-Store,Current
6880,2025-07-30,269,6,2,1,127.67,14.59,127.67,113.08,0,On Time,Online,Future
6881,2024-08-01,994,18,3,4,53.11,3.53,212.44,208.91,0,On Time,In-Store,Future
6882,2025-06-11,735,14,5,4,85.15,9.96,340.6,330.64,0,On Time,Wholesale,Current
6883,2025-08-03,757,90,6,4,82.64,25.3,330.56,305.26,0,On Time,Online,Future
6884,2025-09-10,928,102,6,2,68.71,10.53,137.42,126.89,0,On Time,Online,Current
6885,2025-11-07,842,6,6,4,127.67,25.51,510.68,485.17,0,On Time,Online,Current
6886,2025-04-07,398,56,5,3,166.72,15.88,500.16,484.28,0,On Time,Online,Current
6887,2025-11-23,341,27,6,4,148.3,0.1,593.2,593.1,0,On Time,Online,Current
6888,2025-10-12,395,102,5,2,68.71,19.98,137.42,117.44,0,On Time,Online,Future
6889,2025-08-15,716,22,3,1,118.48,21.82,118.48,96.66,0,On Time,Click & Collect,Current
6890,2024-08-03,312,98,6,3,192.94,9.2,578.82,569.62,0,On Time,Online,Current
6891,2024-02-07,785,89,4,4,144.37,13.89,577.48,563.59,0,On Time,Click & Collect,Future
6892,2024-11-12,80,34,4,2,116.01,18.35,232.02,213.67,0,On Time,In-Store,Current
6893,2025-08-12,401,91,5,1,85.5,28.95,85.5,56.55,0,On Time,Online,Current
6894,2024-01-01,469,88,6,3,41.48,6.5,124.44,117.94,1,Late,Online,Current
6895,2025-10-28,327,110,6,3,159.94,17.18,479.82,462.64,0,On Time,Online,Future
6896,2025-05-29,2,6,4,1,127.67,6.83,127.67,120.84,2,Late,In-Store,Future
6897,2025-02-19,471,98,6,3,192.94,29.36,578.82,549.46,0,On Time,Click & Collect,Future
6898,2025-08-24,978,35,3,3,41.4,3.35,124.2,120.85,0,On Time,Click & Collect,Current
6899,2024-03-19,766,41,3,1,110.65,19.43,110.65,91.22,0,On Time,Click & Collect,Current
6900,2024-01-18,148,103,6,3,113.76,30.16,341.28,311.12,7,Late,Online,Current
6901,2025-10-28,598,37,2,3,141.5,18.51,424.5,405.99,0,On Time,Online,Current
6902,2025-05-29,304,21,2,1,44.65,13.94,44.65,30.71,0,On Time,Wholesale,Current
6903,2025-12-16,481,78,3,4,57.86,26.63,231.44,204.81,0,On Time,Online,Current
6904,2024-02-22,796,71,6,2,135.62,0.09,271.24,271.15,0,On Time,Online,Future
6905,2025-04-28,522,116,5,3,159.24,32.07,477.72,445.65,1,Late,Wholesale,Current
6906,2024-07-27,262,93,6,4,119.71,23.1,478.84,455.74,0,On Time,Online,Future
6907,2025-09-24,4,53,2,3,103.59,32.69,310.77,278.08,0,On Time,Online,Current
6908,2025-05-11,533,20,6,3,93.73,18.65,281.19,262.54,0,On Time,Online,Current
6909,2025-10-17,101,10,6,1,78.41,6.0,78.41,72.41,0,On Time,Online,Current
6910,2024-04-03,228,104,1,4,154.04,14.78,616.16,601.38,0,On Time,Online,Future
6911,2025-01-06,178,116,6,1,159.24,8.04,159.24,151.2,0,On Time,Online,Current
6912,2025-05-09,459,58,3,4,118.61,24.41,474.44,450.03,0,On Time,In-Store,Future
6913,2025-07-14,371,104,6,3,154.04,22.82,462.12,439.3,0,On Time,Online,Current
6914,2025-05-17,633,37,6,3,141.5,1.47,424.5,423.03,0,On Time,Online,Current
6915,2024-01-03,182,108,5,2,50.05,10.6,100.1,89.5,4,Late,Online,Current
6916,2025-06-29,199,82,6,4,135.39,28.09,541.56,513.47,0,On Time,Online,Current
6917,2025-04-28,758,33,1,3,219.29,19.66,657.87,638.21,0,On Time,In-Store,Future
6918,2025-05-29,334,74,5,1,120.32,10.78,120.32,109.54,0,On Time,Wholesale,Current
6919,2025-11-22,838,108,2,4,50.05,8.34,200.2,191.86,0,On Time,Click & Collect,Future
6920,2025-10-01,599,31,4,3,64.76,16.06,194.28,178.22,0,On Time,Click & Collect,Current
6921,2025-12-23,94,112,3,4,167.65,9.91,670.6,660.69,0,On Time,Click & Collect,Current
6922,2024-11-20,221,31,6,2,64.76,31.51,129.52,98.01,0,On Time,Online,Current
6923,2024-03-07,46,55,4,2,80.85,26.1,161.7,135.6,0,On Time,Online,Future
6924,2024-03-27,343,4,2,4,143.64,0.86,574.56,573.7,0,On Time,Wholesale,Future
6925,2024-05-12,765,36,6,2,162.38,34.8,324.76,289.96,5,Late,Online,Current
6926,2024-08-31,584,64,4,3,106.6,17.78,319.8,302.02,0,On Time,Online,Current
6927,2024-12-14,214,120,1,3,47.37,0.04,142.11,142.07,0,On Time,Click & Collect,Current
6928,2024-02-15,244,114,3,4,83.67,24.43,334.68,310.25,7,Late,Wholesale,Current
6929,2024-07-07,200,12,6,3,177.18,8.17,531.54,523.37,0,On Time,Online,Current
6930,2025-08-04,53,68,6,3,76.01,17.26,228.03,210.77,0,On Time,Online,Current
6931,2024-07-06,179,100,3,4,91.89,3.66,367.56,363.9,6,Late,Online,Current
6932,2025-10-21,750,3,5,2,182.39,0.63,364.78,364.15,0,On Time,Online,Future
6933,2024-03-13,115,81,6,2,110.75,5.89,221.5,215.61,2,Late,Wholesale,Current
6934,2025-07-04,577,64,1,1,106.6,15.26,106.6,91.34,0,On Time,In-Store,Future
6935,2024-04-12,358,55,6,3,80.85,7.25,242.55,235.3,2,Late,Online,Current
6936,2025-11-04,220,83,6,4,73.64,1.84,294.56,292.72,0,On Time,Online,Current
6937,2024-11-10,90,44,6,2,107.15,32.84,214.3,181.46,0,On Time,Online,Current
6938,2025-03-03,648,8,3,4,62.57,9.53,250.28,240.75,0,On Time,Wholesale,Future
6939,2025-03-20,77,99,2,1,170.64,6.78,170.64,163.86,0,On Time,Wholesale,Current
6940,2024-10-10,438,31,3,4,64.76,5.95,259.04,253.09,0,On Time,Wholesale,Current
6941,2025-11-24,67,30,3,3,33.3,15.63,99.9,84.27,0,On Time,Online,Future
6942,2025-03-21,862,115,6,4,131.17,27.42,524.68,497.26,0,On Time,Online,Future
6943,2024-04-03,126,59,6,1,99.02,12.77,99.02,86.25,0,On Time,Online,Future
6944,2025-04-04,427,62,1,4,180.58,22.54,722.32,699.78,6,Late,In-Store,Current
6945,2025-01-27,959,54,2,1,110.37,3.36,110.37,107.01,0,On Time,Online,Current
6946,2025-02-01,500,70,6,3,117.81,25.7,353.43,327.73,0,On Time,Online,Future
6947,2025-03-02,221,39,6,3,128.17,23.11,384.51,361.4,0,On Time,Online,Future
6948,2024-12-18,816,119,6,1,21.52,31.06,21.52,-9.54,0,On Time,Online,Current
6949,2025-08-22,138,9,4,2,102.79,1.64,205.58,203.94,1,Late,In-Store,Future
