ticket_id,customer_id,order_id,ticket_created_date,ticket_category,priority,resolution_hours,csat_score,scenario_phase
911,767,4853,2025-01-26,Damaged Product,Low,57,6,Current
912,17,9378,2025-12-24,Stock Availability,Medium,30,7,Current
913,131,10607,2025-07-03,Order Status,Medium,9,10,Future
914,318,5051,2025-11-30,Stock Availability,High,56,7,Current
915,759,2921,2025-10-06,Late Delivery,High,42,7,Current
916,413,4840,2025-10-08,Damaged Product,High,20,7,Current
917,446,10392,2025-10-05,Stock Availability,Critical,55,4,Current
918,952,5054,2024-09-12,Late Delivery,Medium,32,8,Future
919,817,8214,2025-06-16,Wrong Item,Critical,21,4,Current
920,910,7762,2025-01-08,Stock Availability,Medium,43,3,Current
921,72,4446,2025-12-30,Refund Request,Medium,34,10,Future
922,11,7481,2025-12-26,Refund Request,Low,73,5,Current
923,715,80,2025-12-15,Refund Request,High,25,6,Current
924,597,8598,2024-08-08,Late Delivery,Medium,31,5,Current
925,861,6534,2025-10-14,Refund Request,Critical,59,3,Current
926,371,7144,2025-10-04,Damaged Product,High,36,3,Current
927,822,86,2025-08-25,Order Status,Low,24,9,Future
928,875,6295,2025-08-09,Refund Request,Critical,41,5,Current
929,197,8951,2025-12-03,Stock Availability,Low,82,3,Current
930,670,9804,2025-08-15,Order Status,Medium,54,3,Current
931,726,7309,2025-08-27,Order Status,Low,36,7,Future
932,21,6464,2025-05-20,Damaged Product,Critical,67,4,Current
933,373,1291,2025-01-03,Late Delivery,Medium,32,9,Future
934,860,11699,2025-07-14,Refund Request,Low,37,5,Current
935,930,1235,2025-03-02,Damaged Product,Low,33,9,Future
936,974,7790,2025-12-09,Refund Request,Medium,24,7,Current
937,21,2430,2024-12-09,Order Status,Medium,21,7,Current
938,410,7122,2025-03-19,Refund Request,Medium,70,6,Current
939,593,6542,2024-04-08,Refund Request,Low,7,9,Future
940,464,668,2025-01-16,Order Status,Low,36,6,Current
941,98,3068,2025-06-12,Wrong Item,Medium,49,6,Current
942,67,9270,2025-11-19,Order Status,High,68,7,Current
943,428,1358,2025-12-24,Order Status,Medium,8,9,Future
944,559,3838,2025-08-31,Refund Request,Medium,88,5,Current
945,402,9094,2025-07-18,Stock Availability,Medium,63,5,Current
946,880,7262,2024-11-29,Stock Availability,High,59,7,Current
947,101,3189,2025-04-23,Stock Availability,Medium,91,5,Current
948,70,1224,2025-01-21,Order Status,Medium,11,8,Future
949,133,9148,2025-08-31,Late Delivery,Medium,56,5,Current
950,60,7686,2025-08-25,Refund Request,High,49,6,Current
951,991,9195,2025-10-12,Wrong Item,Low,24,8,Future
952,677,3681,2025-05-16,Refund Request,Medium,36,6,Current
953,397,2499,2025-05-11,Refund Request,Medium,54,3,Current
954,854,10032,2025-04-03,Late Delivery,Medium,32,8,Future
955,189,2547,2025-10-31,Order Status,Medium,32,9,Future
956,260,11163,2025-07-03,Order Status,Low,59,6,Current
957,720,1113,2024-07-28,Late Delivery,Critical,96,7,Current
958,313,11254,2025-09-09,Late Delivery,Medium,44,5,Current
959,244,5886,2025-03-21,Order Status,Low,12,9,Future
960,29,8288,2025-11-03,Late Delivery,Medium,62,7,Current
961,132,9373,2025-10-21,Order Status,Low,27,10,Future
962,171,4074,2025-09-25,Order Status,Medium,6,7,Future
963,147,5958,2025-09-09,Refund Request,Critical,32,7,Future
964,411,1879,2025-10-14,Stock Availability,Low,86,5,Current
965,190,7177,2025-10-23,Stock Availability,High,39,6,Current
966,477,10612,2025-11-06,Late Delivery,High,21,3,Current
967,391,11043,2025-01-28,Refund Request,Critical,23,7,Current
968,56,9071,2024-10-04,Late Delivery,Medium,28,7,Current
969,454,4380,2025-05-26,Order Status,High,91,7,Current
970,867,2721,2025-05-28,Stock Availability,Low,22,7,Future
971,452,11621,2025-03-16,Refund Request,Low,25,5,Current
972,153,7411,2025-10-28,Late Delivery,Medium,55,5,Current
973,206,3620,2025-08-23,Refund Request,Medium,49,5,Current
974,779,4774,2025-03-15,Wrong Item,High,28,9,Future
975,37,10873,2025-11-12,Refund Request,Medium,11,10,Future
976,739,10953,2024-08-26,Order Status,Medium,75,3,Current
977,186,5984,2025-12-26,Order Status,High,78,4,Current
978,527,7853,2025-10-25,Stock Availability,Low,22,3,Current
979,915,9657,2024-09-09,Refund Request,High,50,4,Current
980,1,11321,2024-07-06,Late Delivery,Low,33,7,Future
981,594,2391,2025-12-30,Order Status,Low,21,7,Future
982,995,8324,2025-09-09,Late Delivery,Medium,25,6,Current
983,925,1961,2025-10-04,Refund Request,Critical,29,4,Current
984,559,2019,2025-12-05,Damaged Product,High,26,6,Current
985,80,2345,2025-08-26,Stock Availability,High,80,6,Current
986,458,3532,2024-11-27,Late Delivery,Medium,76,4,Current
987,98,11936,2025-03-30,Refund Request,High,91,7,Current
988,638,9273,2025-05-26,Wrong Item,Low,32,10,Future
989,980,8189,2025-04-19,Late Delivery,Medium,17,10,Future
990,428,8983,2025-09-17,Late Delivery,High,71,3,Current
991,585,6961,2025-06-04,Refund Request,Medium,35,7,Future
992,720,224,2025-05-14,Order Status,Medium,22,10,Future
993,279,10175,2025-08-03,Late Delivery,Medium,30,3,Current
994,180,1475,2025-11-17,Stock Availability,High,86,6,Current
995,789,4154,2025-10-03,Stock Availability,Critical,16,9,Future
996,114,176,2025-09-21,Refund Request,Low,18,9,Future
997,811,9158,2025-12-26,Damaged Product,Medium,55,4,Current
998,327,4259,2025-09-03,Late Delivery,Low,23,6,Current
999,918,6106,2024-11-20,Order Status,Medium,34,9,Future
1000,556,2539,2025-03-01,Order Status,Low,25,5,Current
1001,687,6138,2024-02-27,Late Delivery,High,40,6,Current
1002,536,5910,2025-11-09,Refund Request,Medium,33,7,Current
1003,200,3419,2025-02-14,Refund Request,Critical,60,4,Current
1004,158,6632,2025-01-21,Refund Request,Critical,51,4,Current
1005,221,6947,2025-11-02,Refund Request,High,33,9,Future
1006,45,7409,2025-12-24,Late Delivery,Medium,87,6,Current
1007,664,10603,2025-04-09,Stock Availability,High,25,5,Current
1008,185,7026,2025-06-28,Late Delivery,Medium,69,3,Current
1009,187,3764,2025-05-14,Stock Availability,Medium,18,4,Current
1010,73,11811,2025-06-03,Damaged Product,Medium,61,7,Current
1011,509,5136,2025-05-16,Order Status,Medium,62,7,Current
1012,35,11944,2025-10-02,Late Delivery,Critical,41,7,Current
1013,207,1295,2025-12-13,Stock Availability,High,62,7,Current
1014,537,4138,2025-01-12,Damaged Product,High,24,5,Current
1015,27,6017,2025-09-29,Stock Availability,Low,63,3,Current
1016,81,1848,2025-12-03,Refund Request,High,22,6,Current
1017,938,2886,2025-07-30,Damaged Product,Medium,21,6,Current
1018,138,11787,2025-03-06,Order Status,Low,27,7,Current
1019,374,9638,2025-07-07,Damaged Product,Critical,14,8,Future
1020,8,11579,2025-10-27,Damaged Product,High,81,5,Current
1021,818,11602,2025-11-23,Stock Availability,High,91,7,Current
1022,34,1242,2025-12-17,Wrong Item,Critical,27,3,Current
1023,718,6765,2025-06-08,Wrong Item,Critical,79,5,Current
1024,513,9099,2025-05-23,Wrong Item,Medium,18,8,Future
1025,410,7672,2025-11-06,Stock Availability,High,91,5,Current
1026,258,5007,2025-12-07,Late Delivery,High,60,3,Current
1027,978,2425,2025-12-16,Order Status,High,27,7,Current
1028,33,2465,2025-11-29,Late Delivery,High,30,7,Current
1029,713,6699,2025-09-10,Late Delivery,High,38,5,Current
1030,645,9961,2025-06-15,Late Delivery,Medium,23,8,Future
1031,138,6949,2025-11-07,Wrong Item,Low,11,7,Future
1032,247,2348,2025-06-25,Late Delivery,High,96,6,Current
1033,235,9484,2025-11-05,Refund Request,High,31,4,Current
1034,652,784,2025-12-17,Stock Availability,Medium,64,7,Current
1035,734,10621,2024-09-12,Refund Request,Medium,89,7,Current
1036,355,10622,2025-02-15,Order Status,Low,23,7,Future
1037,227,7837,2025-10-26,Refund Request,High,68,7,Current
1038,627,9942,2025-08-16,Order Status,Low,7,8,Future
1039,881,8701,2025-05-13,Order Status,Medium,15,7,Future
1040,609,9443,2025-08-22,Stock Availability,Medium,11,8,Future
1041,73,5576,2024-10-31,Late Delivery,Critical,93,3,Current
1042,266,4001,2025-05-13,Late Delivery,High,90,3,Current
1043,310,6622,2025-04-18,Order Status,Low,30,10,Future
1044,437,5119,2025-08-06,Late Delivery,High,20,9,Future
1045,925,11771,2025-10-23,Stock Availability,Critical,81,4,Current
1046,464,2536,2025-10-18,Refund Request,High,26,3,Current
1047,842,2618,2025-03-28,Order Status,Low,36,9,Future
1048,580,5160,2024-07-29,Order Status,Medium,6,8,Future
1049,203,8565,2025-11-03,Order Status,Medium,36,3,Current
1050,671,7681,2025-12-22,Refund Request,Critical,91,4,Current
1051,970,8534,2025-10-20,Order Status,Medium,8,8,Future
1052,314,2038,2025-12-23,Stock Availability,Low,22,4,Current
1053,761,7723,2024-12-28,Stock Availability,High,19,4,Current
1054,922,11395,2025-11-28,Order Status,Low,33,8,Future
1055,152,8171,2025-12-19,Late Delivery,High,18,8,Future
1056,663,7899,2025-12-09,Order Status,Medium,21,3,Current
1057,580,7470,2024-06-16,Stock Availability,Low,96,3,Current
1058,779,9070,2025-08-27,Refund Request,High,34,10,Future
1059,949,8641,2025-06-19,Late Delivery,High,74,4,Current
1060,79,4296,2025-03-07,Refund Request,Critical,73,6,Current
1061,915,6073,2025-07-13,Late Delivery,High,74,4,Current
1062,218,10521,2025-08-16,Wrong Item,Medium,82,4,Current
1063,625,1119,2025-04-06,Order Status,Low,31,7,Future
1064,410,7672,2025-09-24,Refund Request,Medium,79,5,Current
1065,212,6475,2025-11-15,Stock Availability,Medium,42,5,Current
1066,867,3878,2025-12-25,Refund Request,Critical,78,4,Current
1067,678,9913,2025-07-04,Refund Request,Medium,73,5,Current
1068,9,10440,2025-04-29,Order Status,Medium,14,7,Future
1069,675,7363,2025-08-30,Order Status,High,35,8,Future
1070,337,8097,2025-12-29,Late Delivery,Low,21,9,Future
1071,764,9179,2025-03-21,Late Delivery,High,73,6,Current
1072,464,4556,2025-09-14,Late Delivery,Medium,86,3,Current
1073,490,3722,2025-06-03,Damaged Product,Low,36,7,Future
1074,533,10469,2025-07-07,Late Delivery,High,6,10,Future
1075,871,10580,2025-09-10,Refund Request,Medium,82,7,Current
1076,10,10817,2025-08-30,Refund Request,Medium,70,3,Current
1077,858,536,2025-10-24,Late Delivery,Medium,14,7,Future
1078,841,10599,2025-08-18,Stock Availability,Critical,83,3,Current
1079,448,10141,2025-09-07,Order Status,High,75,3,Current
1080,987,5259,2025-06-21,Order Status,Medium,35,8,Future
1081,633,6914,2025-12-14,Damaged Product,High,64,3,Current
1082,186,1570,2025-09-20,Refund Request,Critical,53,7,Current
1083,998,8234,2025-10-31,Order Status,High,66,4,Current
1084,984,5063,2025-12-14,Stock Availability,Medium,22,8,Future
1085,58,1002,2025-07-02,Order Status,Low,18,9,Future
1086,522,5465,2025-09-03,Stock Availability,High,38,5,Current
1087,454,10047,2024-12-26,Order Status,Critical,91,7,Current
1088,828,10230,2025-10-31,Damaged Product,Medium,10,8,Future
1089,734,3217,2025-09-09,Order Status,Critical,23,9,Future
1090,518,9492,2025-12-10,Wrong Item,Low,48,6,Current
1091,713,10300,2025-07-28,Order Status,Low,46,5,Current
1092,865,5855,2024-09-27,Wrong Item,Critical,7,10,Future
1093,264,7018,2025-12-18,Late Delivery,High,68,7,Current
1094,302,1123,2025-06-09,Stock Availability,Critical,77,3,Current
1095,112,1356,2025-12-27,Order Status,Critical,60,3,Current
1096,597,6738,2025-11-24,Late Delivery,Low,26,7,Future
1097,8,3076,2025-12-16,Stock Availability,Medium,11,9,Future
1098,419,8891,2025-08-07,Damaged Product,High,67,4,Current
1099,137,7584,2024-09-29,Refund Request,Medium,88,4,Current
1100,15,9559,2025-07-12,Late Delivery,Critical,50,7,Current
1101,48,11040,2024-12-15,Late Delivery,High,56,6,Current
1102,383,2915,2025-04-13,Damaged Product,Medium,18,7,Current
1103,906,4350,2025-05-08,Late Delivery,Medium,14,9,Future
1104,572,4510,2025-01-31,Order Status,High,13,10,Future
1105,387,11908,2025-09-05,Late Delivery,Medium,87,5,Current
1106,784,3670,2025-11-03,Stock Availability,Critical,38,5,Current
1107,994,9128,2024-10-08,Order Status,Low,13,9,Future
1108,226,1646,2025-09-15,Order Status,Low,66,5,Current
1109,914,4389,2025-06-20,Late Delivery,Medium,22,9,Future
1110,413,420,2025-11-13,Late Delivery,Low,19,3,Current
1111,597,5,2025-12-27,Wrong Item,Medium,18,8,Future
1112,663,8382,2024-11-22,Refund Request,Medium,32,6,Current
1113,958,2764,2025-05-08,Late Delivery,High,30,6,Current
1114,648,4172,2025-03-23,Stock Availability,Medium,92,6,Current
1115,55,10474,2025-07-06,Damaged Product,Medium,90,5,Current
1116,604,5995,2025-11-27,Order Status,High,30,4,Current
1117,301,9303,2025-12-16,Order Status,High,77,4,Current
1118,914,6653,2025-07-19,Order Status,Low,29,8,Future
1119,589,6870,2025-12-22,Late Delivery,Medium,31,7,Current
1120,707,2572,2025-05-15,Damaged Product,Medium,30,7,Future
1121,448,1588,2025-08-27,Order Status,Low,33,8,Future
1122,535,10988,2024-11-09,Order Status,Medium,15,10,Future
1123,598,11069,2025-11-25,Late Delivery,Low,30,8,Future
1124,826,7500,2025-10-29,Damaged Product,Medium,82,3,Current
1125,427,1801,2025-01-08,Refund Request,Medium,11,9,Future
1126,854,3243,2024-08-04,Refund Request,Critical,19,6,Current
1127,936,2616,2025-07-27,Stock Availability,High,34,5,Current
1128,683,3048,2025-11-21,Late Delivery,High,58,3,Current
1129,171,9009,2025-12-11,Late Delivery,Medium,77,7,Current
1130,662,4156,2024-09-08,Stock Availability,Medium,37,7,Current
1131,610,5140,2025-12-27,Wrong Item,Medium,61,3,Current
1132,817,5566,2025-12-20,Stock Availability,Medium,22,4,Current
1133,583,10085,2025-11-04,Damaged Product,Medium,78,5,Current
1134,874,2522,2025-02-26,Late Delivery,Low,84,6,Current
1135,563,8175,2024-09-16,Late Delivery,Medium,62,3,Current
1136,976,1000,2025-10-14,Late Delivery,Medium,72,6,Current
1137,896,3550,2025-05-13,Damaged Product,Medium,43,5,Current
1138,811,9244,2025-07-29,Refund Request,Medium,26,7,Current
1139,19,10685,2025-05-31,Late Delivery,Medium,36,9,Future
1140,298,6449,2025-12-03,Stock Availability,High,57,5,Current
1141,694,11345,2025-10-20,Late Delivery,Medium,17,7,Future
1142,198,6978,2025-12-02,Damaged Product,Critical,45,6,Current
1143,962,1193,2025-03-07,Refund Request,Medium,71,5,Current
1144,396,9992,2025-02-04,Order Status,Medium,18,9,Future
1145,282,10186,2025-01-29,Refund Request,High,61,4,Current
1146,503,6999,2025-11-15,Refund Request,Medium,20,4,Current
1147,659,7393,2024-11-21,Order Status,Critical,32,7,Future
1148,828,225,2025-12-21,Order Status,Medium,36,10,Future
1149,120,1496,2025-07-07,Stock Availability,Low,21,4,Current
1150,79,6572,2025-06-25,Late Delivery,Critical,39,6,Current
1151,449,10356,2025-02-12,Order Status,High,28,7,Future
1152,985,3492,2024-12-04,Late Delivery,Medium,94,5,Current
1153,45,4027,2025-09-29,Order Status,Critical,7,8,Future
1154,87,1671,2025-12-25,Stock Availability,Medium,31,7,Current
1155,157,6779,2025-07-11,Late Delivery,High,22,3,Current
1156,373,11879,2025-02-26,Order Status,High,74,4,Current
1157,764,725,2025-10-08,Order Status,Medium,26,7,Future
1158,530,4263,2025-12-19,Late Delivery,Medium,26,7,Current
1159,504,410,2025-12-01,Late Delivery,Low,51,7,Current
1160,564,7934,2024-01-25,Late Delivery,High,94,3,Current
1161,21,7213,2025-04-12,Order Status,High,36,4,Current
1162,552,11657,2024-11-26,Damaged Product,Low,18,7,Future
1163,773,1387,2025-11-13,Refund Request,Medium,10,10,Future
1164,828,489,2025-02-24,Order Status,Low,30,7,Future
1165,203,6529,2024-04-30,Late Delivery,Low,27,5,Current
1166,351,152,2024-10-23,Order Status,Critical,87,6,Current
1167,804,4973,2025-07-31,Late Delivery,High,53,5,Current
1168,917,3839,2025-02-12,Order Status,Medium,43,6,Current
1169,521,4041,2025-02-23,Refund Request,Critical,6,7,Future
1170,376,1489,2025-12-13,Stock Availability,Critical,55,5,Current
1171,10,10817,2025-01-23,Stock Availability,Low,60,3,Current
1172,791,6165,2025-06-20,Late Delivery,High,21,10,Future
1173,225,1330,2025-08-02,Late Delivery,High,19,8,Future
1174,266,5078,2025-11-13,Late Delivery,Low,70,5,Current
1175,666,8665,2025-08-10,Stock Availability,High,39,3,Current
1176,449,3967,2025-12-29,Stock Availability,Critical,35,6,Current
1177,368,1811,2025-08-09,Refund Request,Low,75,6,Current
1178,441,5245,2024-10-30,Stock Availability,High,6,8,Future
1179,121,1936,2025-12-20,Stock Availability,Medium,75,6,Current
1180,787,3032,2025-03-26,Late Delivery,Low,13,10,Future
1181,406,8834,2025-11-12,Late Delivery,Critical,46,3,Current
1182,556,2959,2025-02-21,Order Status,High,31,10,Future
1183,362,5618,2025-11-17,Refund Request,Critical,58,4,Current
1184,640,11774,2025-04-03,Damaged Product,Critical,33,8,Future
1185,532,4805,2024-10-02,Wrong Item,Low,22,7,Future
1186,934,2677,2024-09-16,Stock Availability,High,41,3,Current
1187,386,5611,2025-12-17,Order Status,Medium,32,9,Future
1188,316,9649,2024-12-10,Stock Availability,High,20,3,Current
1189,355,2088,2025-01-26,Late Delivery,High,72,7,Current
1190,964,4772,2025-11-07,Order Status,Medium,39,6,Current
1191,434,124,2025-10-11,Stock Availability,Medium,91,3,Current
1192,131,10607,2025-10-24,Late Delivery,Medium,30,7,Future
1193,260,1916,2025-12-08,Wrong Item,High,43,4,Current
1194,280,756,2025-11-23,Refund Request,Medium,63,4,Current
1195,386,10404,2025-08-22,Stock Availability,High,28,5,Current
1196,926,4604,2025-05-04,Order Status,Medium,24,8,Future
1197,712,10414,2025-10-26,Order Status,Low,18,7,Future
1198,127,4114,2025-06-28,Stock Availability,Medium,29,7,Future
1199,826,2838,2025-10-11,Late Delivery,High,20,6,Current
1200,87,9805,2025-11-13,Damaged Product,High,36,4,Current
1201,308,8484,2025-07-29,Order Status,High,33,8,Future
1202,936,7706,2025-01-17,Late Delivery,High,56,6,Current
1203,228,3515,2025-12-24,Order Status,Low,33,10,Future
1204,259,11124,2025-12-08,Damaged Product,Medium,56,3,Current
1205,539,4944,2025-10-20,Stock Availability,Medium,29,5,Current
1206,443,8220,2025-12-18,Order Status,Critical,33,8,Future
1207,499,10815,2025-06-05,Order Status,High,68,4,Current
1208,848,9517,2025-09-20,Stock Availability,Critical,29,6,Current
1209,615,2525,2025-01-29,Refund Request,Medium,28,10,Future
1210,817,5952,2025-12-26,Late Delivery,Critical,49,5,Current
1211,361,5381,2025-12-22,Late Delivery,Medium,30,6,Current
1212,93,5580,2025-10-15,Late Delivery,High,45,5,Current
1213,388,1865,2025-12-07,Damaged Product,High,84,7,Current
1214,219,8546,2024-07-24,Stock Availability,High,8,10,Future
1215,595,2701,2025-02-09,Stock Availability,High,96,5,Current
1216,745,7223,2025-03-12,Wrong Item,High,71,3,Current
1217,603,3968,2025-09-10,Late Delivery,Critical,59,5,Current
1218,575,1210,2024-07-07,Damaged Product,Medium,93,6,Current
1219,878,4536,2024-07-11,Refund Request,Medium,66,3,Current
1220,90,1431,2025-03-02,Stock Availability,High,55,3,Current
1221,90,7742,2025-07-13,Order Status,Low,35,9,Future
1222,599,940,2025-10-31,Refund Request,Medium,70,7,Current
1223,183,11655,2025-02-01,Stock Availability,Medium,48,4,Current
1224,206,8567,2025-07-03,Stock Availability,High,55,5,Current
1225,754,8090,2025-01-04,Wrong Item,High,33,4,Current
1226,563,1315,2025-06-29,Refund Request,High,37,3,Current
1227,775,5049,2025-08-28,Late Delivery,Low,40,7,Current
1228,803,2139,2025-07-28,Late Delivery,Critical,50,4,Current
1229,152,6309,2025-05-05,Late Delivery,Critical,71,3,Current
1230,960,628,2024-10-22,Late Delivery,Medium,68,4,Current
1231,446,10675,2025-12-30,Order Status,Low,88,5,Current
1232,485,7127,2025-10-28,Wrong Item,Medium,92,5,Current
1233,951,5840,2024-12-12,Late Delivery,High,69,7,Current
1234,813,4976,2025-04-07,Damaged Product,Low,22,7,Current
1235,567,11575,2025-01-29,Damaged Product,Medium,31,4,Current
1236,398,11933,2024-09-04,Order Status,Critical,83,6,Current
1237,820,7660,2025-11-04,Late Delivery,High,44,6,Current
1238,415,4638,2025-12-15,Stock Availability,High,18,7,Future
1239,102,683,2025-07-08,Order Status,Low,21,10,Future
1240,886,9354,2025-10-07,Refund Request,High,9,9,Future
1241,989,10745,2025-09-21,Order Status,High,20,7,Current
1242,843,9518,2025-12-20,Late Delivery,Medium,24,7,Current
1243,654,6498,2025-05-23,Order Status,Low,7,7,Future
1244,523,2156,2025-11-28,Refund Request,High,26,3,Current
1245,958,1954,2025-01-24,Late Delivery,High,42,6,Current
1246,202,7869,2025-08-19,Late Delivery,Medium,81,5,Current
1247,171,9009,2025-11-12,Refund Request,Medium,65,7,Current
1248,515,8062,2025-11-27,Late Delivery,High,63,6,Current
1249,92,4474,2025-10-22,Order Status,High,25,10,Future
1250,159,4794,2025-05-09,Damaged Product,Medium,78,3,Current
1251,60,7413,2025-08-03,Refund Request,Critical,81,3,Current
1252,185,2214,2025-08-04,Refund Request,Medium,80,3,Current
1253,309,1907,2025-03-16,Stock Availability,Low,78,5,Current
1254,112,7139,2025-12-14,Late Delivery,Medium,22,6,Current
1255,102,8106,2025-08-23,Order Status,Medium,33,10,Future
1256,713,7345,2025-12-13,Wrong Item,Medium,61,4,Current
1257,904,2245,2025-08-31,Order Status,Medium,6,7,Future
1258,930,3203,2025-10-03,Damaged Product,High,76,7,Current
1259,499,26,2025-01-18,Late Delivery,Low,32,4,Current
1260,773,4821,2025-11-11,Late Delivery,Medium,30,7,Current
1261,812,8305,2025-03-11,Stock Availability,Medium,24,10,Future
1262,509,2329,2025-09-23,Late Delivery,Medium,85,4,Current
1263,227,10937,2024-08-09,Order Status,Medium,36,10,Future
1264,833,3875,2025-12-18,Late Delivery,Low,27,8,Future
1265,86,9360,2025-09-24,Late Delivery,High,75,6,Current
1266,767,1524,2025-11-21,Order Status,Low,10,8,Future
1267,683,1099,2024-06-17,Damaged Product,Medium,90,7,Current
1268,980,10551,2025-06-11,Order Status,Medium,17,10,Future
1269,772,11961,2025-07-02,Damaged Product,Low,55,3,Current
1270,274,7625,2024-09-05,Late Delivery,Medium,19,3,Current
1271,109,10462,2024-12-28,Refund Request,Medium,80,7,Current
1272,82,5961,2025-05-13,Refund Request,High,57,3,Current
1273,955,2603,2025-07-10,Late Delivery,Medium,37,6,Current
1274,247,5661,2025-12-12,Damaged Product,Medium,15,8,Future
1275,825,7678,2025-12-22,Refund Request,High,16,8,Future
1276,473,4055,2024-02-11,Late Delivery,High,29,7,Current
1277,41,3306,2025-07-05,Order Status,Medium,13,9,Future
1278,92,6122,2024-09-30,Refund Request,Low,51,7,Current
1279,472,9319,2025-11-26,Late Delivery,High,21,7,Current
1280,164,32,2025-12-19,Wrong Item,High,94,4,Current
1281,281,2882,2024-07-24,Late Delivery,High,93,5,Current
1282,963,5767,2025-07-15,Order Status,Low,27,10,Future
1283,37,786,2025-07-12,Damaged Product,High,93,3,Current
1284,560,3504,2024-03-25,Damaged Product,High,51,3,Current
1285,76,2630,2024-07-15,Refund Request,High,26,3,Current
1286,487,8695,2025-12-12,Stock Availability,High,28,7,Current
1287,400,9175,2025-10-31,Refund Request,High,19,7,Future
1288,219,4241,2024-03-12,Late Delivery,Critical,39,4,Current
1289,943,406,2025-10-14,Order Status,Low,31,10,Future
1290,427,10816,2025-03-07,Order Status,Medium,23,9,Future
1291,695,7755,2025-09-09,Refund Request,High,31,10,Future
1292,996,2122,2025-08-02,Late Delivery,Medium,41,6,Current
1293,856,9082,2024-10-18,Late Delivery,High,56,4,Current
1294,510,5447,2025-10-02,Late Delivery,Medium,87,3,Current
1295,646,880,2025-10-01,Late Delivery,High,27,8,Future
1296,51,6218,2025-12-18,Late Delivery,Medium,74,7,Current
1297,815,9681,2025-11-25,Order Status,Low,9,9,Future
1298,165,10211,2025-09-21,Stock Availability,Medium,57,5,Current
1299,986,11115,2025-10-09,Order Status,Critical,35,8,Future
1300,906,6282,2024-05-26,Refund Request,Medium,35,6,Current
1301,712,9287,2024-08-20,Wrong Item,High,18,7,Future
1302,464,3491,2024-07-19,Stock Availability,Critical,94,5,Current
1303,602,11020,2025-04-08,Order Status,High,39,3,Current
1304,729,2836,2025-03-26,Late Delivery,High,18,8,Future
1305,289,7842,2024-10-31,Late Delivery,Medium,11,7,Future
1306,286,4461,2025-09-10,Refund Request,Medium,33,7,Future
1307,804,4973,2025-08-25,Refund Request,Low,45,7,Current
1308,858,11447,2025-09-17,Order Status,Critical,30,5,Current
1309,417,5599,2025-12-15,Late Delivery,Medium,26,4,Current
1310,145,11474,2025-09-06,Late Delivery,Medium,22,3,Current
1311,680,3609,2025-12-08,Order Status,Medium,36,7,Future
1312,685,10499,2025-05-31,Stock Availability,Medium,64,3,Current
1313,8,9862,2025-11-17,Stock Availability,Low,20,4,Current
1314,272,1311,2025-04-25,Damaged Product,Medium,42,7,Current
1315,1,3075,2025-08-25,Damaged Product,Medium,20,7,Current
1316,12,9688,2025-11-27,Late Delivery,Medium,36,5,Current
1317,826,3828,2025-10-30,Refund Request,Medium,81,3,Current
1318,532,8144,2025-12-12,Late Delivery,Medium,93,4,Current
1319,537,10895,2025-11-27,Late Delivery,Medium,82,5,Current
1320,874,2522,2025-03-25,Late Delivery,Critical,55,7,Current
1321,605,263,2025-06-07,Damaged Product,High,17,9,Future
1322,152,6799,2025-11-25,Refund Request,High,37,4,Current
1323,929,7644,2025-09-06,Damaged Product,Low,35,10,Future
1324,274,1751,2025-02-02,Refund Request,Medium,60,6,Current
1325,976,9727,2024-11-10,Wrong Item,Medium,34,8,Future
1326,540,6770,2025-08-05,Late Delivery,Medium,77,6,Current
1327,443,11932,2025-02-24,Refund Request,Medium,84,3,Current
1328,296,5505,2025-12-26,Refund Request,Critical,40,5,Current
1329,290,9285,2025-12-23,Damaged Product,High,48,3,Current
1330,592,1796,2025-11-16,Order Status,Medium,10,7,Future
1331,568,414,2024-12-28,Refund Request,High,79,6,Current
1332,144,11312,2025-12-02,Stock Availability,Critical,67,6,Current
1333,876,7384,2024-04-04,Order Status,Medium,34,3,Current
1334,899,4929,2025-09-11,Stock Availability,High,75,6,Current
1335,429,5009,2025-09-20,Refund Request,Critical,77,5,Current
1336,336,10023,2025-06-14,Stock Availability,High,82,7,Current
1337,460,7905,2025-05-21,Wrong Item,Critical,28,5,Current
1338,836,9661,2025-04-08,Wrong Item,High,80,4,Current
1339,618,9981,2024-12-09,Late Delivery,Medium,77,7,Current
1340,826,10272,2024-09-11,Wrong Item,Low,29,8,Future
1341,734,6641,2024-04-21,Wrong Item,Medium,60,6,Current
1342,45,3909,2025-01-16,Wrong Item,High,72,6,Current
1343,109,8158,2025-11-27,Refund Request,Medium,12,9,Future
1344,362,9625,2024-12-30,Damaged Product,High,45,6,Current
1345,212,11601,2024-12-26,Refund Request,High,50,5,Current
1346,474,552,2025-12-01,Late Delivery,Medium,35,7,Future
1347,623,498,2025-07-15,Refund Request,Critical,71,5,Current
1348,587,3402,2024-12-17,Late Delivery,Medium,75,5,Current
1349,992,8218,2025-12-20,Order Status,Low,22,7,Future
1350,653,646,2025-07-09,Late Delivery,High,96,7,Current
1351,431,11205,2025-10-14,Order Status,Low,34,8,Future
1352,490,6732,2025-10-03,Late Delivery,Low,32,4,Current
1353,799,6769,2025-08-21,Wrong Item,High,28,5,Current
1354,799,8690,2025-12-28,Refund Request,Medium,82,5,Current
1355,611,11291,2025-10-28,Order Status,Medium,34,8,Future
